,company_location,company_industry,company_revenue,company_name,company_employees,company_website
175,"25 Ermou Str., Ermou Str. 25, Kifissia, Athina, 14564",Construction,$774.1M,Ellaktor SA,"5,340",ellaktor.com
176,"100, Hsin Yi Road Sec. 5, Taipei, 115",Transport and Logistics,$5.4B,Taiwan High Speed Rail Corp,"4,608",www.thsrc.com.tw
177,"No. 10 Yurun Road, Jianye District, Nanjing, Jiangsu, 210041",Consumer Packaged Goods,$88.6M,China Yurun Food Group Ltd,"1,100",www.yurun.com.hk
178,"4350 Congress Street, Suite 600, Charlotte, North Carolina, 28209",Paper and Packaging,$149.6M,P H Glatfelter Co,"3,250",www.glatfelter.com
179,"78 Sw 7th St, Suite 900, Miami, Florida, 33130",Business and Consumer Services,$1.7B,Laureate Education Inc,"14,000",www.laureate.net
180,"660 White Plains Road, Tarrytown, New York, 10591",Consumer Packaged Goods,$3.3B,Prestige Consumer Healthcare Inc,535,www.prestigebrands.com
181,"Suite 300, 7755 Center Avenue, Huntington Beach, California, 92647",Leisure and Arts,$730.5M,BJ's Restaurants Inc,"21,000",www.bjsrestaurants.com
182,"No. 1, Jiefang West Road, Yuzhong District, Beijing, 100082",Alternative Energy,$4.4B,CECEP Solar Energy Co Ltd,"1,859",www.cecsec.cn
183,"Peninsula House, Rydon Lane, Exeter, EX27HR",Alternative Energy,$3.0B,Pennon Group Plc,"2,636",www.pennon-group.co.uk
184,"Tang 1 (Tang Tret) Va Tang 2 Toa Nha Sai, So 111a Pasteur, Phuong Ben Nghe, Quan 1, Ho Chi Minh",Financial Services,$2.1B,Vietnam International Commercial Joint Stock Bank,"11,340",www.vib.com.vn
185,"851 Building, No.58, Wenquan Branch Road, Fuzhou, Fujian, 350001",Technology and Communications,$1.2B,NetDragon Websoft Holdings Ltd,"4,784",www.netdragon.com
186,"22nd Floor, Allied Kajima Building, 138 Gloucester Road, Wanchai, Hong Kong",Financial Services,$822.7M,Allied Group Ltd,"4,020",www.alliedgroup.com.hk
187,"120 Holger Way, San Jose, California, 95134",Technology and Communications,$16.3B,Zscaler Inc,"4,975",www.zscaler.com
188,"104000 Clean Street, Eden Prairie, Minnesota, 55344",Industrial Goods and Machinery,$1.2B,Tennant Co,"4,263",www.tennantco.com
189,"21- Rajendra Place, New Delhi, 110008",Financial Services,$2.6B,Punjab & Sind Bank,"8,735",punjabandsindbank.co.in
190,"Company Building, Ahmad Al Jaber Street,  Sharq Safat, P.O.Box 1040, Kuwait City, 13011",Financial Services,$945.4M,Gulf Insurance Group KSCP,"3,831",www.gulfinsgroup.com
191,"Rua Mar De Espanha, 525, Bairro Santo Antonio, Belo Horizonte, 30.330-900",Environmental and Waste Management Services,$1.1B,Companhia de Saneamento de Minas Gerais,"10,572",www.copasa.com.br
192,"450 Al Ahram Street, Giza, 12211",Consumer Packaged Goods,$1.3B,Eastern Co SAE,"16,643",www.easternegypt.com
193,"14817 Oak Ln, Miami Lakes, Florida, 33016-1517",Financial Services,$2.6B,BankUnited Inc,"1,465",www.bankunited.com
194,"500 Freeport Pkwy, Coppell, Texas, 75019",Retailing,$250.6M,The Container Store Group Inc,"2,300",investor.containerstore.com/about/overview/default
195,"Byblos Bank Tower, Elias Sarkis Avenue, Achrafieh Area, P.O. Box 1353530, Beirut, 11072811",Financial Services,$554.2M,Byblos Bank SAL,"1,520",www.byblosbank.com
196,"Iganmu House, 1 Abebe Village Road,  Iganmu, Po Box 545, Lagos",Consumer Packaged Goods,$1.1B,Nigerian Breweries Plc,"2,740",www.nbplc.com
197,"499 Illinois St Ste 500, San Francisco, California, 94158-2521",Pharmaceuticals and Healthcare,$3.5B,Vir Biotechnology Inc,444,www.vir.bio
198,"1241 E Main St, Stamford, Connecticut, 6902",Media,$6.6B,World Wrestling Entertainment Inc,870,corporate.wwe.com
199,"120 Corporate Blvd Ste 100, Norfolk, Virginia, 23502",Financial Services,$1.4B,PRA Group Inc,"3,361",www.pragroup.com
200,"6595 S Jones Blvd, Las Vegas, Nevada, 89118-3337",Leisure and Arts,$1.1B,Golden Entertainment Inc,"6,300",www.goldenent.com
201,"Wiesenweg 22, Landau An Der Isar, 94405",Consumer Packaged Goods,$253.1M,Einhell Germany AG,"1,956",www.einhell.com
202,"3185 Laurelview Ct, Fremont, California, 94538-6535",Technology and Communications,$905.6M,Ichor Holdings Ltd,"1,850",www.ichorsystems.com
203,"1725 Shepherd Rd, Chattanooga, Tennessee, 37421-2947",Industrial Goods and Machinery,$874.9M,Astec Industries Inc,"4,041",www.astecindustries.com
204,"1415 Vantage Park Drive, Suite 700, Charlotte, North Carolina, 28203",Financial Services,$383.2M,LendingTree Inc,"1,407",www.lendingtree.com
205,"100 Nagog Park, Acton, Massachusetts, 01720-3440",Medical Equipment,$20.1B,Insulet Corp,"2,300",www.omnipod.com
206,"Scud Industrial Park, No. 98 Jiangbin Dong Avenue, Fuzhou, Fujian, 350015",Clean Technology,$39.7M,Veson Holdings Ltd,"3,155",www.scudgroup.com
207,"Cr 43 A 1 A Sur 143 Piso 5, Medellin",Power,$661.7M,Celsia SA ESP,"1,429",www.celsia.com/es
208,"Marstons House, Brewery Road, Wolverhampton, WV14JT",Leisure and Arts,$324.8M,Marston's PLC,"11,089",www.marstonspubs.co.uk
209,"Ul. Lopuszanska 38d, Warszawa, 02-232",Financial Services,$1.2B,Alior Bank SA,"7,678",www.aliorbank.pl
210,"1-16-2, Fujisaki, Tsuchiura-Shi, Ibaraki , 300-0813",Retailing,$1.0B,Joyful Honda Co Ltd,"1,943",www.joyfulhonda.com
211,"R Nova Cidade 404, Vila Olimpia, Sao Paulo, 04.547-070",Pharmaceuticals and Healthcare,$5.4B,Hypera SA,"9,000",www.hypera.com.br
212,"2101 Riverfront Drive, Suite A, Little Rock, Arkansas, 72202",Construction,$1.4B,Uniti Group Inc,754,uniti.com
213,"Av. Nueva Tajamar 481, Torre Norte, Providencia, Santiago, 7550099",Consumer Packaged Goods,$925.9M,Vina Concha y Toro SA,"3,228",www.conchaytoro.com/es
214,"701-704, 7f,Skyline Icon Business Park, 86-92 Offandheri Kurla Rd, Marol Village, Andheri Eas, Mumbai, 400059",Retailing,$3.1B,Aditya Birla Fashion and Retail Ltd,"24,818",www.abfrl.com
215,"116, Wolmi-Ro, Jung-Gu, Incheon, 22300",Consumer Packaged Goods,$212.8M,TS Corp,572,www.ts.co.kr
216,"24275 Katy Freeway, Suite 600, Texas, 77494",Metals and Mining,$885.8M,U.S. Silica Holdings Inc,"1,863",www.ussilica.com
217,"Alte Heerstrasse 40, Wiesloch, 69168",Financial Services,$653.7M,MLP SE,"2,258",mlp-se.de
218,"No. 690, Jiefang Avenue, Jianghan District, Wuhan, Hubei, 430022",Retailing,$1.2B,Wuhan Department Store Group Co Ltd,"9,373",www.wushang.com.cn
219,"Tonne Kjaersvej 65, Fredericia, 7000",Power,,Energinet.dk,"1,155",www.energinet.dk
220,"Suite 500, 6050 Oak Tree Boulevard, South, Cleveland, Ohio, 44131",Business and Consumer Services,$2.4B,CBIZ Inc,"6,000",www.cbiz.com
221,"614 Mckinley Pl N E, Minneapolis, Minnesota, 55413",Medical Equipment,$12.6B,Bio-Techne Corp,"3,000",www.bio-techne.com
222,"Al Itihad Road, Deira,  2668, P.O. Box, Dubai",Financial Services,$3.7B,Commercial Bank of Dubai PSC,"1,110",www.cbd.ae
223,"8711 River Crossing Blvd, Indianapolis, 46240",Construction,$18.6B,Duke Realty Corp,340,www.dukerealty.com
224,"Jsw Centre, Bandra Kurla Complex, Bandra (East), Mumbai, 400051",Power,$5.3B,JSW Energy Ltd,"1,603",www.jsw.in/energy
225,"Units 3302, The Center, 99 Queen's Road Central, Hong Kong",Pharmaceuticals and Healthcare,$2.2B,Grand Pharmaceutical Group Ltd,"9,649",chinagrandpharm.com
226,"Tekko Bldg., 1-8-2, Marunouchi, Chiyoda-Ku, Tokyo, 100-8207",Metals and Mining,$226.4M,Toho Zinc Co Ltd,"1,051",www.toho-zinc.co.jp
227,"Avenida Manuel J. Clouthier No. 402, Colonia Jardines De Campestre, Leon, 37128",Financial Services,$4.3B,Banco del Bajio SA,,www.bb.com.mx
228,"2500 Columbia Ave, Lancaster, Pennsylvania, 17603",Construction,$3.4B,Armstrong World Industries Inc,"2,960",www.armstrong.com
229,"20th Km, Hosur Road, Electronics City, Bangalore, 560100",Pharmaceuticals and Healthcare,$3.6B,Biocon Ltd,"3,203",www.biocon.com
230,"Ibl House Caudan Waterfront, Port Louis",Financial Services,$762.7M,IBL Ltd,"24,404",www.iblgroup.com
231,"3-7, Odori-Nishi, Chuo-Ku, Sapporo-Shi, Hokkaido, 060-0042",Financial Services,$831.6M,North Pacific Bank Ltd,"2,976",www.hokuyobank.co.jp
232,"1 Rayonier Way, Jacksonville, Florida, 32097",Construction,$5.0B,Rayonier Inc,406,www.rayonier.com
233,"No. 30, Ta Cheng Street, Neighborhood 9, Yuchuan Li, Datong District, Taipei, 103",Financial Services,$3.6B,Taiwan Business Bank Co Ltd,"5,617",www.tbb.com.tw
234,"Gate 4, Godrej & Boyce Complex, Pirojshanagar, Vikroli(W), Mumbai, 400079",Technology and Communications,$4.0B,WNS (Holdings) Ltd,"52,081",www.wns.com/about-wns
235,"Tamachi Station Tower N, Msb Tamachi, 3-1-1, Shibaura, Minato-Ku, Tokyo, 108-0023",Technology and Communications,$533.6M,SATO Holdings Corp,"5,656",www.sato.co.jp
236,"2f, No.531, Chung Cheng Road, Hsin-Tien District, New Taipei, 231",Technology and Communications,$268.9M,"Senao International Co., Ltd.","3,752",www.senao.com.tw
237,"The Pivot No 1 Monte Casino Boulavard, Block C 4th Floor Fourways, Johannesburg, 2021",Metals and Mining,$2.8B,Royal Bafokeng Platinum Ltd,"11,158",www.bafokengplatinum.co.za
238,"7th Floor,Centerpoint Building, Ortigas Business Center, Metro Manila, Julia Vargas Corner Garnet Street, Pasig, 1605",Consumer Packaged Goods,$1.6B,Century Pacific Food Inc,"18,753",centurypacific.com.ph
239,"Karenslyst Alle 53, Oslo, 0279",Paper and Packaging,$655.7M,Elopak AS,"2,600",www.elopak.com
240,"2121 Rdu Center Drive, Suite 300, Morrisville, North Carolina, 27560",Technology and Communications,$2.5B,Extreme Networks Inc,"2,643",www.extremenetworks.com
241,"2200 West Airfield Drive, P.O. Box 619810, Dallas Fort Worth Airport, Texas, 75261-9810",Media,$696.7M,Thryv Holdings Inc,"2,630",www.thryv.com
242,"5301 Hollister Street, Houston, Texas, 77040",Industrial Goods and Machinery,$550.7M,DXP Enterprises Inc,"2,490",www.dxpe.com
243,"Vosslohstrasse 4, Werdohl, 58791",Construction,$803.7M,Vossloh AG,"3,792",www.vossloh.com
244,"11f, No.2, Section 2, Tun Hwa South Road Da'An District, Taipei, 106",Automotive,$1.0B,China Motor Corporation,"4,779",www.china-motor.com.tw
245,"No.4 Huanggushan Road, Hangzhou, Zhejiang, 310012",Technology and Communications,$7.3B,Hangzhou Silan Microelectronics Co Ltd,"6,880",www.silan.com.cn
246,"Suite 601/701, Europort Road, Europort, Gibraltar City",Leisure and Arts,$526.5M,888 Holdings Plc,"1,764",corporate.888.com
247,"Wisma Budi Lantai 8-9, Jl. H.R. Rasuna Said Kav. C-6, Jakarta, 12940",Chemicals,$241.4M,PT Tunas Baru Lampung Tbk,"2,838",www.tunasbarulampung.com
248,"Saaruferstrasse, Mettlach, 66693",Consumer Packaged Goods,$293.3M,Villeroy & Boch AG,"6,408",www.villeroyboch-group.com
249,"80, Itado, Isehara-Shi, Kanagawa, 259-1192",Automotive,$274.3M,"Ichikoh Industries, Ltd.","3,519",www.ichikoh.com
250,"Avenue du Bourget 44, Brussels, Bruxelles-Capitale , B1130",Leisure and Arts,,Radisson Hospitality AB,"4,431",www.radissonhospitalityab.com/
251,"Christen Tranes Gate 35, Stavanger, 4007",Financial Services,$3.0B,SpareBank 1 SR-Bank ASA,"1,510",www.sparebank1.no/nb/bank
252,"Suite 300, 10910 Domain Drive, Austin, Texas, 78758",Medical Equipment,,Hanger Inc,"5,200",corporate.hanger.com/about
253,"2a, Argyroupoleos Str., Kallithea, Athina, 17676",Technology and Communications,$615.6M,Quest Holdings SA,"2,383",www.quest.gr
254,"Building A, No. 112 Yongfu Road, Qiaotou Community, Fuyong Street, Baoan District, Shenzhen, Guangdong, 518103",Construction,$948.3M,Unilumin Group Co Ltd,"5,876",www.unilumin.cn
255,"Suite 100, 1110 W. Commercial Blvd., Fort Lauderdale, Florida, 33309",Financial Services,$371.0M,Universal Insurance Holdings Inc,"1,047",universalinsuranceholdings.com
256,"3175 Century Way, Thorpe Park, Leeds, LS158ZB",Construction,$706.9M,Renew Holdings Plc,"3,630",www.renewholdings.com
257,"320 Park Ave Fl 29, New York, 10022-6815",Technology and Communications,$5.5B,ExlService Holdings Inc,"37,400",www.exlservice.com
258,"Industrivagen 3, Skinnskatteberg, 73930",Construction,$1.6B,Systemair AB,"6,830",www.systemair.com
259,"Bkt House,C/15, Trade World,Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai, 400011",Automotive,$5.3B,Balkrishna Industries Ltd,"3,229",www.bkt-tires.com
260,"Egco Tower,222 Moo 5, Vibhavadi Rangsit Road, Thungsonghong, Lak Si, Bangkok, 10210",Power,$2.8B,Electricity Generating Public Co Ltd,388,www.egco.com/en
261,"1, Bd Abdelmoumen, Casablanca, 20100",Financial Services,$1.2B,Wafa Assurance SA,491,www.wafaassurance.ma
262,"Plot No B-2, M.I.D.C, Miraj Industrial Area, Mumbai, 400079",Agriculture and Forestry,$1.1B,Godrej Agrovet Ltd,"2,711",www.godrejagrovet.com
263,"Nawada, Fatehpur, Sikanderpur Badda Imt Manesar, Gurgaon, 122004",Automotive,$3.6B,UNO Minda Ltd,"5,766",unominda.com
264,"Ul. Stanislawa Zaryna 2a, Warszawa, 02-593",Financial Services,$1.4B,Bank Millennium SA,"6,778",www.bankmillennium.pl
265,"Level 7, 417 St Kilda Road, Melbourne, Victoria, 3004",Retailing,$3.0B,Premier Investments Ltd,"11,000",www.premierinvestments.com.au
266,"6060 Parkland Blvd Ste 250, Mayfield Heights, Ohio, 44124-4225",Chemicals,$1.8B,Ferro Corp,"3,585",www.ferro.com
267,"Lippo Karawaci Central, Tangerang, 15811",Construction,$346.1M,PT Lippo Karawaci Tbk,"14,014",www.lippokarawaci.co.id
268,"2-4, Kanda Jimbo-Cho, Chiyoda-Ku, Tokyo, 101-8416",Construction,$512.0M,Taihei Dengyo Kaisha Ltd,"1,970",www.taihei-dengyo.co.jp
269,"Lakkisepantie 21, Helsinki, 00620",Technology and Communications,,DNA Oyj,"1,604",www.dna.fi
270,"433 Main St, Green Bay, Wisconsin, 54301",Financial Services,$3.3B,Associated Banc-Corp,"4,000",www.associatedbank.com
271,"2303 Dulles Station Blvd, Herndon, Virginia, 20171-6353",Business and Consumer Services,$2.1B,Strategic Education Inc,"3,742",www.strategiceducation.com
272,"590 East Middlefield Road, Mountain View, California, 94043",Technology and Communications,$2.4B,Omnicell Inc,"3,800",www.omnicell.com
273,"700, Yakushimae-Cho, Karasuma-Dori, Matsubara-Agaru, Shimogyo-Ku, Kyoto-Shi, 600-8652",Financial Services,$3.6B,The Bank of Kyoto Ltd,"3,602",www.kyotobank.co.jp
274,"12780 El Camino Real, San Diego, California, 92130-2042",Pharmaceuticals and Healthcare,$10.4B,Neurocrine Biosciences Inc,900,www.neurocrine.com
275,"1-10 Praed Mews, Paddington, W21QY",Media,$2.3B,Future Plc,"2,527",www.futureplc.com
276,"Northcliffe House, 2 Derry Street, London, Greater London, W85TT",Media,,Daily Mail & General Trust plc,"5,899",www.dmgt.com
277,"Hans-Boeckler-Strasse 38, Duesseldorf, 40476",Construction,$5.9B,LEG Immobilien AG,"1,515",www.leg-wohnen.de
278,"L 4 357 Collins St, Melbourne, Victoria, 3000",Technology and Communications,$281.9M,Service Stream Ltd,"4,500",www.servicestream.com.au
279,"4th Floor, Harbour Place, 103 South Church Street, P.O. Box 10240, Grand Cayman, KY1-1002",Technology and Communications,$3.0B,StoneCo Ltd,"15,485",www.stone.co
280,"Ugland House, Grand Cayman, Ky1-1104, Po Box 309, Shanghai",Technology and Communications,$3.2B,Ping An Healthcare And Technology Co Ltd,"2,796",www.pagd.net
281,"97-11, Sandan-Ro 163beon-Gil, Danwon-Gu, Ansan, 15429",Technology and Communications,$497.1M,Seoul Semiconductor Co Ltd,992,www.seoulsemicon.com
282,"505 Burrard Street, Suite 660, Box 27, Vancouver, British Columbia, V7X1M4",Metals and Mining,$1.4B,China Gold International Resources Corp. Ltd.,"2,169",www.chinagoldintl.com
283,"China Bank Building, 8745 Paseo De Roxas Cor. Villar St, Makati, 2182",Financial Services,$1.4B,China Banking Corp,"9,747",www.chinabank.ph
284,"Suite 4000, 8100 South West 10th Street, Fort Lauderdale, Florida, 33324",Consumer Packaged Goods,$4.0B,National Beverage Corp,"1,580",www.nationalbeverage.com
285,"7475 Lusk Blvd, San Diego, California, 92121",Medical Equipment,$2.3B,NuVasive Inc,"2,900",www.nuvasive.com
286,"5335 Triangle Parkway, Atlanta, Georgia, 30092",Financial Services,$298.3M,Crawford & Co,"9,400",www.crawco.com
287,"Avda. Isla Graciosa, 13, San Sebastian De Los Reyes, Madrid, 28703",Media,$819.0M,Atresmedia Corporacion de Medios de Comunicacion SA,"2,401",www.atresmedia.com
288,"Suite 500, 5605 Carnegie Boulevard, Charlotte, North Carolina, 28209",Industrial Goods and Machinery,$2.4B,EnPro Industries Inc,"4,400",www.enproindustries.com/home/default.aspx
289,"Suite 688, 999 Peachtree Street Ne, Atlanta, Georgia, 30309",Retailing,$1.7B,Oxford Industries Inc,"4,700",www.oxfordinc.com
290,"7905 Quivira Road, Lenexa, Kansas, 66215",Consumer Packaged Goods,$3.0B,Hostess Brands Inc,"2,600",www.hostessbrands.com
291,"No. 1-13, Madoukou, Madou District, Taipei, 114",Technology and Communications,$377.7M,Elitegroup Computer Systems Co Ltd,"10,749",www.ecs.com.tw
292,"Suite 2400, 11 Greenway Plaza, Houston, Texas, 77046",Construction,$12.3B,Camden Property Trust,"1,700",www.camdenliving.com
293,"Arm House, 29 Impala Road, Chislehurston, Sandton, 2196",Metals and Mining,$4.0B,African Rainbow Minerals Ltd,"12,707",www.arm.co.za
294,"15f, No.2, Section 2, Tun Hua South Road, Da'An District, Taipei, 106",Financial Services,$2.8B,Yulon Finance Corp,"1,159",www.tac.com.tw
295,"Trg Republike 2, Ljubljana, 1520",Financial Services,$1.5B,Nova Ljubljanska banka dd,"8,394",www.nlb.si
296,"Poligono Industrial Berroa, C/Berroa 15-4 Planta, Tajonar, Aranguren, Navarra, 31192",Paper and Packaging,$3.0B,Viscofan SA,"5,182",www.viscofan.com
297,"Nampak Centre, 114 Dennis Road, Atholl Gardens, Atholl Gardens, Sandton, 2191",Paper and Packaging,$52.7M,Nampak Ltd,"4,314",www.nampak.com
298,"21 Firstfield Road, Gaithersburg, Maryland, 20878",Pharmaceuticals and Healthcare,$1.1B,Novavax Inc,"1,541",www.novavax.com
299,"Settima Strada, 15, Padova, 35129",Consumer Packaged Goods,$707.6M,Safilo Group SpA,"4,404",www.safilo.com
300,"Level 3, 159 William Street, Brisbane, Queensland, 4000",Leisure and Arts,$1.3B,The Star Entertainment Group Ltd,"8,000",www.starentertainmentgroup.com.au
301,"1-15-20, Marunouchi, Kita-Ku, Okayama-Shi, 700-8628",Financial Services,$1.4B,Chugin Financial Group Inc,"3,103",www.chugin-fg.co.jp
302,"No. 60, Middle Section Of Huangshan Avenue, Chongqing, 401123",Industrial Goods and Machinery,$325.3M,"Chongqing Machinery & Electric Co., Ltd.","7,859",www.chinacqme.com
303,"343 State St, Rochester, New York, 14650-0910",Technology and Communications,$276.1M,Eastman Kodak Co,"4,200",www.kodak.com
304,"P.O. Box 9, Economic House, High St., Coventry, England, CV15QN",Financial Services,,Coventry Building Society,"2,083",www.coventrybuildingsociety.co.uk
305,"187 Nguyen Chi Thanh, Phuong 12, Quan 5, Ho Chi Minh, Ho Chi Minh City",Consumer Packaged Goods,$5.1B,Saigon Beer Alcohol Beverage Corp,"8,234",www.sabeco.com.vn
306,"401 Bay Street, Suite 3200, P.O. Box 153, Toronto, Ontario, M5H2Y4",Metals and Mining,$1.3B,Iamgold Corp,"5,357",www.iamgold.com
307,"19th Floor, Rykadan Capital Tower, Hong Kong",Industrial Goods and Machinery,$219.4M,Singamas Container Holdings Limited,"3,791",www.singamas.com
308,"450 Lexington Avenue, New York, 10017",Construction,$6.7B,Brixmor Property Group Inc,501,www.brixmor.com
309,"4901 Bakers Mill Lane, Richmond, Virginia, 23230",Retailing,$173.2M,LL Flooring Holdings Inc,"2,400",investors.llflooring.com/news/default.aspx
310,"Torrent House, Off. Ashram Road, Ahmedabad, 380009",Pharmaceuticals and Healthcare,$6.7B,Torrent Pharmaceuticals Ltd,"12,910",www.torrentpharma.com
311,"2-17-11, Akasaka, Minato-Ku, Tokyo, 107-8521",Pharmaceuticals and Healthcare,$1.6B,Tsumura & Co,"3,921",www.tsumura.co.jp
312,"Paseo De Los Olmos, 19, Madrid, 28005",Energy and Utilities,$4.7B,Enagas SA,"1,386",www.enagas.es
313,"Newspaper Hse, Osborne Park, 50 Hasler Rd, Perth, 6017",Media,$505.8M,Seven West Media Ltd,"4,528",www.sevenwestmedia.com.au
314,"No. 6 Taihe Road, Beijing Economic And T, 100176",Pharmaceuticals and Healthcare,$13.1B,Pharmaron Beijing Co Ltd,"14,923",www.pharmaron.cn
315,"2331 Citywest Boulevard, Houston, Texas, 77042",Energy and Utilities,,Phillips 66 Partners LP,600,www.phillips66.com
316,"2525 E El Segundo Blvd, California, 90245-4632",Retailing,$207.5M,Big 5 Sporting Goods Corp,"7,800",www.big5sportinggoods.com
317,"3000 Clearview Way, San Mateo, California, 94402",Technology and Communications,$854.5M,GoPro Inc,766,gopro.com
318,"1070 Technology Dr, North Venice, Florida, 34275-3617",Construction,$1.2B,PGT Innovations Inc,"5,300",pgtinnovations.com
319,"10000 East Geddes Avenue, Suite 500, Englewood, Colorado, 80112",Leisure and Arts,$130.3M,Red Robin Gourmet Burgers Inc,"22,483",www.redrobin.com
320,"Radnicka Cesta 21, Zagreb, 10000",Technology and Communications,$2.0B,Hrvatski Telekom dd,"4,962",www.t.ht.hr
321,"5-4, Koji-Machi, Chiyoda-Ku, Tokyo, 102-8539",Construction,$403.4M,Nippon Koei Co Ltd,"6,163",www.n-koei.co.jp
322,"8750 West Bryn Mawr Avenue, Suite 1000, Chicago, Illinois, 60631",Technology and Communications,$1.7B,Methode Electronics Inc,"7,000",www.methode.com
