,company_country,company_name
2836,India,Minda Industries
2837,Indonesia,Indoritel
2838,Hong Kong,PCCW
2839,UK,Manchester United
2840,Bermuda,Assured Guaranty
2841,USA,Allete
2842,India,Persistent Systems
2843,Italy,De' Longhi
2844,USA,Affirm
2845,Spain,Grupo Catalana Occidente
2846,USA,Brighthouse Financial
2847,USA,Independent Bank
2848,USA,SeaWorld Entertainment
2849,Taiwan,eMemory Technology
2850,USA,UniFirst
2851,India,Biocon
2852,Bermuda,White Mountains Insurance Group
2853,USA,Meritage Homes
2854,Canada,ATCO
2855,Japan,Nisshin Seifun Group
2856,France,Icade
2857,Brazil,Braskem
2858,Panama,Copa Holdings
2859,USA,Envestnet
2860,China,Beijing Airport
2861,Japan,Acom
2862,USA,Virtu Financial
2863,China,China Lesso Group
2864,China,360 DigiTech
2865,USA,Foot Locker
2866,USA,Lantheus Holdings
2867,India,Federal Bank
2868,Germany,Krones
2869,Finland,TietoEVRY
2870,Taiwan,Innolux
2871,USA,Physicians Realty Trust
2872,Denmark,Royal Unibrew
2873,USA,Select Medical Holdings
2874,USA,BellRing Brands
2875,Australia,AGL Energy
2876,Indonesia,SIG (Semen Indonesia)
2877,Jersey,Wizz Air
2878,USA,Spirit AeroSystems
2879,USA,QuantumScape
2880,USA,Instructure Holdings
2881,S. Arabia,National Shipping Company of Saudi Arabia (Bahri)
2882,USA,Ginkgo Bioworks
2883,Canada,SmartCentres REIT
2884,Canada,Granite Real Estate
2885,Australia,Qube Holdings
2886,USA,Amicus Therapeutics
2887,Germany,DMG Mori
2888,USA,Cohen & Steers
2889,USA,Simply Good Foods
2890,USA,Inari Medical
2891,USA,Gates Industrial Corp
2892,Canada,SSR Mining
2893,UK,Derwent London
2894,USA,Syneos Health
2895,USA,Marqeta
2896,USA,Taylor Morrison
2897,Australia,JB Hi-Fi
2898,Hong Kong,NWS holdings
2899,USA,PotlatchDeltic
2900,USA,Beacon Roofing Supply
2901,China,Dada Nexus
2902,USA,CVB Financial
2903,Japan,Tsuruha Holdings
2904,India,Indraprastha Gas
2905,Denmark,Bakkafrost
2906,UK,Marks & Spencer
2907,USA,Greif
2908,Taiwan,Taiwan Business Bank
2909,USA,Kemper
2910,UK,Abcam
2911,Germany,Jungheinrich
2912,Switzerland,BB Biotech
2913,USA,AmTrust Financial Services
2914,USA,Interparfums
2915,UK,Direct Line Group
2916,Austria,EVN Group
2917,Japan,Mercari
2918,South Africa,African Rainbow Minerals
2919,USA,Thoughtworks
2920,USA,Vir Biotechnology
2921,Thailand,Land and Houses
2922,USA,Array Technologies
2923,Poland,PGE Polska
2924,USA,Maravai LifeSciences
2925,USA,American States Water
2926,USA,Vaxcyte
2927,Japan,Nippon Shinyaku
2928,USA,NCR Corporation
2929,UK,Renishaw
2930,Israel,Melisron
2931,USA,Black Stone Minerals
2932,USA,Avient
2933,Spain,Unicaja Banco
2934,USA,Alteryx
2935,New Zealand,The a2 Milk Company
2936,USA,NorthWestern Corporation
2937,USA,Sanmina
2938,USA,Associated Banc-Corp
2939,USA,STAAR Surgical
2940,Thailand,BTS Group
2941,USA,Essential Properties Realty Trust
2942,USA,Federated Hermes
2943,Luxembourg,Subsea 7
2944,USA,PTC Therapeutics
2945,UK,Rotork
2946,USA,Nelnet
2947,France,Imerys
2948,USA,RingCentral
2949,USA,Grand Canyon Education
2950,Israel,Playtika
2951,USA,Advanced Energy
2952,Mexico,Grupo Aeroportuario Centro Norte
2953,Malaysia,Sime Darby
2954,USA,Kosmos Energy
2955,Germany,Gelsenwasser
2956,USA,Quaker Houghton
2957,USA,Belden
2958,Spain,Fluidra
2959,USA,First Hawaiian Bank
2960,USA,Vontier
2961,USA,Community Bank System
2962,Hong Kong,Bank of East Asia
2963,Germany,Aixtron
2964,Indonesia,Mayora
2965,USA,Broadstone Net Lease
2966,India,Max Financial Services
2967,Japan,Taisho Pharmaceutical
2968,Romania,Romgaz
2969,USA,Armstrong World Industries
2970,UK,Harbour Energy
2971,USA,Enviva
2972,UAE,Bayanat AI
2973,USA,The AZEK Company
2974,USA,California Water Service
2975,USA,Ameris Bancorp
2976,Hong Kong,Kerry Properties
2977,Australia,Alumina Limited
2978,Spain,CIE Automotive
2979,Germany,Evotec
2980,Denmark,GN Store Nord
2981,Canada,Boyd Group
2982,India,Escorts Limited
2983,USA,NewMarket Corp
2984,Hong Kong,Hysan Development
2985,USA,Albany International
2986,Norway,Leroy Seafood
2987,USA,Badger Meter
2988,USA,Sprouts Farmers Market
2989,USA,Ambarella
2990,USA,Cactus Wellhead
2991,Germany,SÃ¼dzucker
2992,USA,Stagwell
2993,Hong Kong,ASM Pacific Technology
2994,Spain,Logista (CompaÃ±Ã­a de DistribuciÃ³n Integral Logista)
2995,USA,Teradata
2996,USA,Life Time Group
2997,Singapore,Frasers Logistics & Industrial Trust
2998,Canada,Paramount Resources
2999,Japan,Nikon
3000,Austria,Mayr-Melnhof
3001,USA,Skyline Champion
3002,USA,One Medical (1Life Healthcare)
3003,USA,Ollie's Bargain Outlet
3004,USA,California Resources Corporation
3005,UK,Virgin Money UK
3006,Germany,Nordex
3007,USA,Acushnet Holdings
3008,Brazil,Natura&Co
3009,USA,ScottsMiracle-Gro
3010,USA,EnerSys
3011,Japan,Workman
3012,Finland,MetsÃ¤ Board
3013,Poland,mBank
3014,USA,Travel + Leisure
3015,Bermuda,Lazard
3016,UK,Bellway
3017,Austria,Vienna Insurance Group
3018,Germany,Fielmann
3019,Italy,ACEA
3020,USA,Axcelis Technologies
3021,Turkey,ArÃ§elik
3022,Argentina,Transportadora de Gas del Sur
3023,USA,Prestige Consumer Healthcare
3024,USA,SPX Corporation
3025,Denmark,ALK-AbellÃ³
3026,Canada,Capstone Infrastructure
3027,USA,Highwoods Properties
3028,Germany,Encavis
3029,France,Ubisoft
3030,India,Voltas
3031,USA,Sensient Technologies
3032,Bermuda,Signet Jewelers
3033,China,DAQO New Energy
3034,USA,Shoals Technologies
3035,USA,Blackbaud
3036,Argentina,Telecom Argentina
3037,Brazil,ComgÃ¡s
3038,USA,Goodyear
3039,USA,Douglas Emmett
3040,USA,Vishay Intertechnology
3041,USA,SunPower
3042,USA,Intellia Therapeutics
3043,India,Deepak Nitrite
3044,USA,Terex
3045,USA,John Bean Technologies
3046,USA,Tootsie Roll Industries
3047,Switzerland,Sportradar
3048,Japan,Sega Sammy Holdings
3049,Singapore,Sembcorp Marine
3050,Canada,Summit Industrial Income REIT
3051,USA,Bank of Hawaii
3052,Indonesia,Indosat
3053,USA,ESAB
3054,India,Aurobindo Pharma
3055,S. Korea,Coway
3056,South Africa,Old Mutual
3057,USA,Cathay General Bancorp
3058,Finland,Cargotec
3059,Austria,CA Immo
3060,USA,Axonics Modulation Tech
3061,Hong Kong,HUTCHMED
3062,USA,Hillenbrand
3063,USA,CVR Energy
3064,S. Korea,Hankook Tire
3065,UK,Greggs
3066,USA,Evolent Health
3067,UAE,Burjeel Holdings
3068,Norway,Nordic Semiconductor
3069,India,Phoenix Mills
3070,USA,Enovis
3071,USA,National Vision Holdings
3072,USA,Carter's
3073,USA,Impinj
3074,Belgium,Proximus
3075,Japan,Meitetsu
3076,USA,Duolingo
3077,USA,Kohl's
3078,France,Groupe LagardÃ¨re
3079,UK,Vistry Group
3080,USA,Mister Car Wash
3081,Mexico,Televisa
3082,India,Coromandel
3083,Luxembourg,Ardagh Metal Packaging
3084,USA,Sprout Social
3085,USA,Eastern Bankshares
3086,USA,Avista
3087,USA,PennyMac
3088,S. Korea,Samsung Heavy Industries
3089,USA,Cushman & Wakefield
3090,USA,Mr. Cooper Group
3091,Bermuda,Frontline
3092,USA,PJT Partners
3093,Canada,Capstone Copper
3094,USA,Outfront Media
3095,USA,Plexus
3096,Iceland,Alvotech
3097,USA,Innovative Industrial
3098,USA,Cogent Communications
3099,USA,Equitrans Midstream
3100,Canada,Methanex
3101,Japan,Lion Corp
3102,Canada,Sigma Lithium
3103,USA,LXP Industrial Trust
3104,India,3M India
3105,Chile,Enel Chile
3106,USA,Guardant Health
3107,Indonesia,Indah Kiat Pulp & Paper
3108,USA,Texas Capital Bancshares
3109,Brazil,PagSeguro
3110,S. Korea,Kumho Petrochemical
3111,USA,Moelis & Company
3112,USA,Hannon Armstrong
3113,USA,Plains GP
3114,Switzerland,St. Galler Kantonalbank
3115,USA,Victoria's Secret & Co
3116,Sweden,BillerudKorsnÃ¤s
3117,France,OVH Groupe
3118,USA,Ameresco
3119,Israel,Strauss Group
3120,Switzerland,VZ Holding
3121,South Africa,Exxaro Resources
3122,Indonesia,Tower Bersama Infrastructure
3123,Australia,Iluka Resources
3124,USA,Radian Group
3125,USA,Progyny
3126,USA,Chegg
3127,South Africa,MultiChoice Group
3128,USA,Federal Signal
3129,UK,LivaNova
3130,Canada,Boralex
3131,S. Korea,Yuhan
3132,USA,Walker & Dunlop
3133,UK,Atlantica
3134,USA,EngageSmart
3135,Belgium,Galapagos NV
3136,Australia,AMP Limited
3137,USA,Hostess Brands
3138,Australia,NEXTDC
3139,China,Chindata
3140,USA,iRhythm
3141,Monaco,Scorpio Tankers
3142,Switzerland,Idorsia
3143,USA,Ultragenyx
3144,Austria,Vienna Airport
3145,USA,Ingevity
3146,USA,Asana
3147,USA,Graham Holdings
3148,USA,Beam Therapeutics
3149,USA,nCino
3150,Germany,StrÃ¶er
3151,USA,Squarespace
3152,Hong Kong,Shangri-La
3153,UK,Immunocore
3154,India,Tata Chemicals
3155,Canada,Linamar
3156,USA,ABM Industries
3157,China,Hisense Visual Technology
3158,Austria,Wienerberger
3159,USA,Comstock Resources
3160,USA,Sabra Health Care REIT
3161,Belgium,Euronav
3162,Turkey,Halkbank
3163,Brazil,StoneCo
3164,USA,O-I Glass
3165,Iceland,Marel
3166,USA,Liberty Energy
3167,USA,Pacific Premier Bancorp
3168,USA,ACI Worldwide
3169,Japan,Santen Pharmaceutical
3170,USA,CNX Resources
3171,Switzerland,Siegfried Holding
3172,USA,Archaea Energy
3173,France,BIC
3174,India,Sumitomo Chemical India
3175,Israel,Amot Investment
3176,UK,Pennon Group
3177,India,Oil India
3178,USA,KB Home
3179,USA,TripAdvisor
3180,Poland,CD Projekt
3181,USA,WSFS Financial
3182,India,GMR Group
3183,India,Syngene International
3184,Canada,ATS Automation
3185,South Africa,Growthpoint Properties
3186,USA,EPR Properties
3187,Japan,Kansai Paint
3188,Canada,Premium Brands
3189,Germany,Mainova
3190,Austria,PIERER Mobility
3191,USA,Jackson Financial
3192,USA,EVO Payments
3193,USA,ACADIA Pharmaceuticals
3194,UK,Nomad Foods
3195,USA,Main Street Capital
3196,Peru,Intercorp Financial Services
3197,Spain,Viscofan
3198,USA,J&J Snack Foods
3199,Canada,AbCellera
3200,Australia,Viva Energy
3201,UK,Softcat
3202,USA,Installed Building Products
3203,USA,Dycom Industries
3204,China,Jinko Solar
3205,USA,BancFirst
3206,Hong Kong,Guoco
3207,Singapore,Suntec REIT
3208,Canada,Kinaxis
3209,USA,Braze
3210,India,Rajesh Exports
3211,USA,Freshpet
3212,Ireland,Prothena
3213,Cyprus,Polymetal
3214,India,Coforge
3215,India,Gland Pharma
3216,USA,Privia Health Group
3217,Malaysia,Westports
3218,USA,Prospect Capital
3219,USA,AdaptHealth
3220,USA,CONMED
3221,USA,Axsome Therapeutics
3222,India,MakeMyTrip
3223,France,Rubis
3224,Singapore,Kulicke and Soffa Industries
3225,Colombia,Grupo Aval
3226,USA,StepStone Group
3227,USA,Pegasystems
3228,USA,Brink's
3229,Japan,Harmonic Drive Systems
3230,USA,Simmons First National
3231,USA,MaxLinear
3232,USA,Papa John's Pizza
3233,India,Thermax
3234,UK,Computacenter
3235,USA,Grocery Outlet
3236,Germany,SMA Solar Technology
3237,USA,American Eagle Outfitters
3238,USA,Atlas Air Worldwide Holdings
3239,Canada,CT REIT
3240,India,Timken India
3241,USA,PacWest Bancorp
3242,USA,Flywire
3243,India,Delhivery
3244,Spain,CorporaciÃ³n Financiera Alba
3245,S. Korea,Doosan Bobcat
3246,Canada,First Capital REIT
3247,Canada,Canadian Solar
3248,France,Altarea
3249,Sweden,Olink Holding
3250,USA,Curaleaf
3251,USA,Blueprint Medicines
3252,Israel,Shapir Civil and Marine Engineering
3253,Spain,Acerinox
3254,Switzerland,Allreal Holding
3255,USA,Rush Enterprises
3256,USA,Kyndryl
3257,Spain,Vidrala
3258,India,Vodafone Idea
3259,Switzerland,EFG International
3260,USA,nternational Bancshares Corp
3261,USA,Nordstrom
3262,India,SKF India
3263,Switzerland,Sulzer
3264,USA,Arcosa
3265,USA,Macerich
3266,India,Torrent Power
3267,USA,Hanesbrands
3268,USA,Focus Financial Partners
3269,USA,Dorman Products
3270,Indonesia,Bank Jago
3271,USA,Park Hotels & Resorts
3272,USA,GoHealth
3273,USA,Fulton Financial
3274,India,Atul
3275,Israel,IronSource
3276,USA,Harmony Biosciences
3277,USA,SITE Centers
3278,New Zealand,Vector Limited
3279,USA,Group 1 Automotive
3280,USA,Cvent
3281,USA,LCI Industries
3282,Canada,Lithium Americas
3283,UK,Jet2
3284,USA,Equity Commonwealth
3285,New Zealand,Port of Tauranga
3286,USA,Easterly Government Properties
3287,USA,Korn Ferry
3288,USA,e.l.f. Cosmetics
3289,Denmark,SimCorp
3290,China,Evergrande
3291,USA,Crestwood Equity Partners
3292,USA,Boise Cascade
3293,S. Arabia,Makkah Construction & Development
3294,Canada,Allied Properties REIT
3295,USA,TreeHouse Foods
3296,USA,Patterson Companies
3297,USA,Certara
3298,USA,ViaSat
3299,China,JOYY
3300,USA,Amedisys
3301,India,Punjab & Sind Bank
3302,USA,Petco
3303,India,JK Cement
3304,Japan,Sumitomo Dainippon Pharma
3305,USA,Mercury Systems
3306,Italy,Ermenegildo Zegna
3307,USA,Atlantic Union Bankshares
3308,UK,Big Yellow Group
3309,USA,Encore Wire
3310,India,Bank of Maharashtra
3311,Germany,Vitesco Technologies Group
3312,Germany,Freenet
3313,USA,Worthington Industries
3314,Brazil,Ultrapar Participacoes
3315,India,Nerolac Paints
3316,USA,Northern Oil and Gas
3317,India,CRISIL
3318,New Zealand,Fonterra
3319,S. Korea,BGF Retail
3320,USA,Werner Enterprises
3321,Canada,H&R REIT
3322,USA,BankUnited
3323,USA,Hub Group
3324,USA,Innospec
3325,Israel,InMode
3326,USA,HighPeak Energy
3327,USA,Excelerate Energy
3328,India,Relaxo Footwear
3329,India,Zee Entertainment
3330,Canada,Bausch Health
3331,China,Giant Network Group
3332,USA,Varonis
3333,USA,Sage Therapeutics
3334,India,Grindwell Norton
3335,Australia,Metcash
3336,India,Ipca Laboratories
3337,USA,Forward Air
3338,USA,CorVel Corporation
3339,Canada,Lundin Gold
3340,Portugal,The Navigator Company
3341,Finland,Konecranes
3342,Germany,Siltronic
3343,Indonesia,Mitra Keluarga
3344,USA,Helen of Troy
3345,Denmark,Alm. Brand
3346,India,LIC Housing Finance
3347,Indonesia,XL Axiata
3348,UK,International Distributions Services (Royal Mail)
3349,USA,Revolution Medicines
3350,Canada,Gibson Energy
3351,UK,Travis Perkins
3352,USA,Jetblue Airways
3353,USA,DigitalOcean
3354,UK,Safestore
3355,USA,Globalstar
3356,USA,Frontier Airlines
3357,USA,IVERIC bio
3358,Japan,ALSOK
3359,Germany,SYNLAB
3360,Turkey,Pegasus Airlines
3361,Germany,DÃ¼rr
3362,USA,Vicor
3363,USA,Resideo Technologies
3364,USA,Tandem Diabetes Care
3365,USA,Genworth Financial
3366,USA,CNO Financial Group
3367,USA,Energizer Holdings
3368,USA,Cal-Maine Foods
3369,USA,Itron
3370,USA,Insmed
3371,South Africa,Rand Merchant Investment
3372,Turkey,Aksa Energy
3373,USA,Spectrum Brands
3374,Germany,Hensoldt
3375,India,Fortis Healthcare
3376,Canada,Spin Master
3377,USA,Otter Tail
3378,USA,Alarm.com
3379,USA,Joby Aviation
3380,India,Bayer Crop Science
3381,USA,Alliance Resource Partners
3382,USA,Steve Madden
3383,South Africa,Pick n Pay Stores
3384,USA,Urban Outfitters
3385,Germany,TeamViewer
3386,Spain,Solaria EnergÃ­a
3387,USA,MGE Energy
3388,Denmark,Bavarian Nordic
3389,India,New India Assurance
3390,USA,Hayward
3391,USA,Rumble
3392,UK,Myovant Sciences
3393,USA,Xerox
3394,India,Dixon Technologies
3395,USA,Perficient
3396,Israel,Nova Measuring Instruments
3397,Mexico,Bachoco
3398,Chile,Mallplaza
3399,USA,AMC Entertainment
3400,Sweden,Elekta AB
3401,USA,Leslie's
3402,Australia,Ansell
3403,France,Voltalia
3404,UK,Dunelm Group
3405,Hong Kong,Champion REIT
3406,Spain,Ebro Foods
3407,South Africa,Mr Price Group
3408,Australia,Boral
3409,China,Kunlun Tech
3410,UK,WH Smith
3411,USA,Appian
3412,France,Trigano
3413,Switzerland,ALSO Holding
3414,China,Tianjin FAW
3415,USA,Brady
3416,New Zealand,Fletcher Building
3417,Australia,Beach Energy
3418,USA,Vivint Smart Home
3419,Japan,Tohoku Electric Power
3420,USA,Omnicell
3421,UK,Genus
3422,India,Aarti Industries
3423,USA,Piper Sandler
3424,USA,VIAVI Solutions
3425,USA,Kontoor Brands
3426,UK,Balfour Beatty
3427,USA,Independent Bank Group
3428,Canada,Vermilion Energy
3429,S. Arabia,Zain Saudi Arabia
3430,Chile,CompaÃ±Ã­a CervecerÃ­as Unidas
3431,USA,MDC Holdings
3432,USA,Tronox
3433,USA,Duck Creek Technologies
3434,Canada,TransAlta
3435,Italy,Iveco Group
3436,Switzerland,Swissquote
3437,S. Korea,Pan Ocean
3438,UK,IHS Towers
3439,USA,Red Rock Resorts
3440,USA,Stepan Company
3441,USA,Extreme Networks
3442,Singapore,Keppel REIT
3443,Turkey,Coca-Cola Ä°Ã§ecek
3444,Brazil,Multiplan Empreendimentos ImobiliÃ¡rios
3445,Japan,Kadokawa
3446,USA,First Merchants Corporation
3447,Switzerland,Cembra Money Bank
3448,South Africa,Harmony Gold
3449,Ireland,Keywords Studios
3450,USA,Arch Resources
3451,USA,Relay Therapeutics
3452,USA,Dana
3453,Taiwan,WIN Semiconductors
3454,USA,MicroStrategy
3455,Canada,Innergex Renewable Energy
3456,Austria,Uniqa Insurance Group
3457,S. Korea,SD BioSensor
3458,Austria,ams AG
3459,USA,Alpha Metallurgical Resources
3460,India,PB Fintech
3461,USA,LGI Homes
3462,USA,PagerDuty
3463,Canada,Dream Industrial REIT
3464,USA,Primo Water
3465,USA,Axos Financial
3466,USA,Amylyx Pharmaceuticals
3467,India,Apollo Tyres
3468,USA,Mirati Therapeutics
3469,USA,Pacific Biosciences
3470,India,Bata India
3471,Hong Kong,Hang Lung Group
3472,Israel,OPC Energy
3473,Singapore,SATS
3474,USA,Callon Petroleum
3475,UK,Britvic
3476,USA,NexTier Oilfield
3477,UK,QinetiQ
3478,Singapore,NetLink Trust
3479,USA,United Natural Foods
3480,USA,SL Green Realty
3481,USA,Commvault
3482,USA,Verint Systems
3483,France,Compagnie Plastic Omnium
3484,USA,McGrath RentCorp
3485,Luxembourg,Millicom
3486,UK,SSP Group
3487,Switzerland,SoftwareONE
3488,USA,Arbor Realty Trust
3489,Bermuda,Golar LNG
3490,USA,CBIZ
3491,USA,St. Joe Company
3492,USA,John Wiley & Sons
3493,Greece,Jumbo S.A.
3494,USA,EnPro Industries
3495,USA,Rogers Corporation
3496,France,Covivio Hotels
3497,Finland,Kemira
3498,USA,Sunnova
3499,USA,ESCO Technologies
3500,India,Piramal Enterprises
3501,USA,Integer Holdings
3502,Canada,Cogeco
3503,Canada,Osisko Gold Royalties
3504,China,Kingnet Network
3505,USA,SJW Group
3506,Spain,Gestamp AutomociÃ³n
3507,India,Hatsun Agro Products
3508,USA,Holly Energy Partners
3509,USA,Kimbell Royalty Partners
3510,Hong Kong,Mandarin Oriental
3511,Indonesia,Permata Bank
3512,Finland,Outokumpu
3513,Canada,Maple Leaf Foods
3514,Canada,Baytex Energy
3515,USA,Corcept Therapeutics
3516,Switzerland,INFICON
3517,Germany,Gerresheimer
3518,Japan,CASIO
3519,Italy,Iren
3520,Austria,Ãsterreichische Post
3521,USA,Immunovant
3522,USA,Arconic
3523,Canada,Lightspeed POS
3524,USA,Matson
3525,Singapore,United Industrial Corporation
3526,Taiwan,Acer
3527,USA,National Health Investors
3528,USA,Jamf
3529,Canada,E-L Financial
3530,Canada,First Majestic Silver
3531,USA,Gentherm
3532,USA,Navient
3533,India,Endurance Technologies
3534,UK,Kainos Group
3535,USA,Weis Markets
3536,UK,Grainger plc
3537,USA,WaFd Bank
3538,Poland,Cyfrowy Polsat
3539,USA,Shake Shack
3540,USA,WD-40 Company
3541,Germany,Dermapharm
3542,USA,Four Corners Property Trust
3543,UK,Ashmore Group
3544,Japan,AEON REIT Investment
3545,Germany,KWS
3546,New Zealand,Chorus
3547,USA,Artisan Partners
3548,USA,Bowlero
3549,India,Laurus Labs
3550,USA,Rocket Lab
3551,USA,Alignment Healthcare
3552,Germany,1&1
3553,USA,Akero Therapeutics
3554,USA,Glaukos
3555,USA,Kadant
3556,USA,Golub Capital
3557,India,Emami
3558,S. Korea,Doosan Fuel Cell
3559,India,Devyani International
3560,India,Sun TV Network
3561,India,KPIT Technologies
3562,Germany,CompuGroup Medical
3563,USA,First Financial Bank
3564,USA,Office Depot
3565,Netherlands,Corbion
3566,USA,Cavco Industries
3567,Australia,Netwealth
3568,Canada,Canada Goose
3569,USA,Cracker Barrel
3570,UK,Hays plc
3571,USA,Weber
3572,Canada,Topaz Energy
3573,UK,LondonMetric Property
3574,USA,NuVasive
3575,USA,Progress Software
3576,Luxembourg,Befesa
3577,India,Whirlpool India
3578,Germany,MVV Energie
3579,USA,Park National Corp
3580,USA,MGP Ingredients
3581,South Africa,Distell Group
3582,India,ReNew Power
3583,USA,Revance Therapeutics
3584,Australia,Liontown Resources
3585,USA,Columbia Bank
3586,Taiwan,VisEra Technologies
3587,USA,Sonos
3588,USA,NexPoint Residential
3589,USA,NETSCOUT
3590,USA,TowneBank
3591,USA,Trinity Industries
3592,Canada,Tricon Residential
3593,USA,TTEC
3594,USA,SiTime
3595,Denmark,FLSmidth
3596,Argentina,Banco Macro
3597,Switzerland,Berner Kantonalbank
3598,Switzerland,OC Oerlikon
3599,USA,Cedar Fair
3600,UK,Darktrace
3601,S. Korea,Korea Gas
3602,UK,Future plc
3603,Norway,Elkem
3604,USA,Fisker
3605,Canada,NovaGold Resources
3606,Brazil,Embraer
3607,Canada,Xenon Pharmaceuticals
3608,Norway,Entra
3609,Denmark,Netcompany Group
3610,USA,Buckle
3611,USA,Griffon Corporation
3612,USA,Boot Barn Holdings
3613,USA,Evertec
3614,USA,Spirit Airlines
3615,USA,Kennedy Wilson
3616,Germany,ProSiebenSat.1 Media
3617,Canada,NexGen Energy
3618,USA,Claros Mortgage Trust
3619,USA,JBG SMITH
3620,USA,Trupanion
3621,USA,Jfrog
3622,USA,Sabre
3623,Canada,Crombie Real Estate Investment Trust
3624,UK,TORM
3625,USA,AeroVironment
3626,Switzerland,Landis+Gyr
3627,USA,WesBanco
3628,USA,Barnes Group
3629,Cayman Islands,Patria Investments
3630,USA,GMS
3631,USA,Agiliti
3632,Portugal,NOS
3633,Canada,BlackBerry
3634,India,IIFL Finance
3635,South Africa,Tiger Brands
3636,USA,Altice USA
3637,USA,Banner Bank
3638,USA,Silk Road Medical
3639,USA,Chesapeake Utilities
3640,USA,Kennametal
3641,Canada,Filo Mining
3642,USA,FTAI Aviation
3643,USA,Six Flags
3644,Taiwan,International Games System
