Founded,Headquarters,Industry,Name,Sector
1992,Vilnius,Consumer services,Maxima Group,Broadline retailers
2007,Vilnius,Consumer services,Small Planet Airlines,Airlines
1906,Kaunas,Consumer goods,Stumbras,Distillers & vintners
1860,Vilnius,Consumer goods,Tauras,Brewers
1992,Vilnius,Telecommunications,Teo LT,Fixed line telecommunications
1989,Kaunas,Financials,Ūkio bankas,Banks
1992,Vilnius,Consumer services,Vilniaus prekyba,Broadline retailers
1853,Kaunas,Consumer goods,Volfas Engelman,Brewers
1997,Vilnius,Financials,ŽIA valda,Investment services
1993,Riga,Financials,ABLV Bank,Banks
2004,Sigulda,Industrials,Aerodium Latvia,Industrial machinery
1995,Riga,Consumer services,AirBaltic,Airlines
2000,Riga,Industrials,Ave Line,Marine transportation
2005,Ventspils,Industrials,Baltic Coal Terminal,Transportation services
1993,Riga,Financials,Banka Baltija,Banks
1992,Riga,Financials,Bank of Latvia,Banks
1931,Riga,Consumer services,Bellaccord Electro,Broadcasting & entertainment
1590,Cēsis,Consumer goods,Cēsu Alus,Brewers
2010,Riga,Financials,Citadele Banka,Banks
2008,Riga,Consumer goods,Dartz,Automobiles
2002,Riga,Consumer services,Double Coffee,Restaurants & bars
1993,Riga,Consumer goods,Elko Grupa,Consumer electronics
1936,Riga,Consumer goods,Ford-Vairogs,Automobiles
1999,Riga,Technology,Forticom,Software
1991,Riga,Health care,Grindeks,Pharmaceuticals
1991,Riga,Industrials,Inversija,Delivery services
2008,Riga,Telecommunications,Just5,Telecommunications equipment
1870,Riga,Consumer goods,Laima,Food products
1992,Riga,Telecommunications,Lattelecom,Fixed line telecommunications
1958,Riga,Utilities,Latvenergo,Conventional electricity
1992,Riga,Telecommunications,Latvian Mobile Telephone,Mobile telecommunications
1940,Riga,Industrials,Latvian Shipping Company,Marine transportation
1997,Riga,Consumer goods,Latvijas Balzams,Soft drinks
1991,Riga,Oil & gas,Latvijas Gāze,Exploration & production
1924,Riga,Financials,Latvijas Krājbanka,Banks
1992,Riga,Logistics,Latvijas Pasts,Delivery services
1993,Riga,Consumer services,Microphone Records,Broadcasting & entertainment
1992,Riga,Financials,Norvik Banka,Banks
1972,Olaine,Health care,Olainfarm,Pharmaceuticals
1992,Riga,Financials,Parex Bank,Banks
2007,Riga,Financials,PrivatBank Latvia,Banks
1990,Riga,Consumer services,RAF-Avia,Airlines
1992,Riga,Financials,Rietumu Banka,Banks
1949,Riga,Consumer goods,Riga Autobus Factory,Automobiles
2004,Riga,Consumer services,Rimi Baltic,Food retailers & wholesalers
1874,Riga,Consumer goods,Russo-Balt,Automobiles
1999,Riga,Technology,SAF Tehnika,Telecommunications equipment
1993,Riga,Financials,SEB Unibanka,Banks
2011,Riga,Consumer goods,Sereal,Recreational products
1993,Mārupe,Consumer services,SmartLynx Airlines,Airlines
1919,Riga,Consumer goods,VEF,Consumer electronics
1988,Turin,Industrials,A&G Management Consulting,Business support services
2008,Brescia,Utilities,A2A,Multiutilities
1949,Turin,Consumer goods,Abarth,Automobiles
1973,Gornate-Olona,Industrials,Abon Plastic,Containers & packaging
1912,Varese,Industrials,Aermacchi,Aerospace
1926,Rome,Oil & gas,Agip,Oil & gas refining & marketing
2000,Rome,Industrials,AgustaWestland,Aerospace & defense
1946,Alessandria,Consumer goods,AGV,Auto parts
1991,Villafranca di Verona,Consumer services,Air Dolomiti,Airlines
1983,Fiumicino,Consumer services,Air One,Airlines
1972,Veggiano,Consumer goods,ALAN,Recreational products
2012,Venegono Superiore,Industrials,Alenia Aermacchi,Aerospace
1990,Rome,Industrials,Alenia Aeronautica,Aerospace
1921,Omegna,Consumer goods,Alessi,Durable household products
1910,Turin,Consumer goods,Alfa Romeo,Automobiles
1999,Fiumicino,Consumer services,Alitalia,Airlines
1898,Milan,Financials,Alleanza Assicurazioni,Life insurance
1963,Asolo,Consumer goods,Alpinestars,Clothing & accessories
1985,Morrovalle,Consumer goods,Andrea Moda,Clothing & accessories
1919,Rome,Health care,Angelini,Pharmaceuticals
1933,Rome,Oil & gas,Anonima Petroli Italiana,Petroleum products
1853,Genoa,Utilities,Ansaldo Energia,Conventional electricity
2006,Genoa,Industrials,Ansaldo STS,Railroads
1945,Noale,Consumer goods,Aprilia,Automobiles
1947,Milan,Consumer goods,Arflex,Furnishings
1975,Milan,Consumer goods,Armani,Clothing & accessories
1907,Segrate,Consumer services,Arnoldo Mondadori Editore,Publishing
1960,Pregnana Milanese,Consumer goods,Artemide,Furnishings
1831,Trieste,Financials,Assicurazioni Generali,Full line insurance
1921,Monza,Consumer goods,Atala,Recreational products
1995,Milan,Consumer goods,Autobianchi,Automobiles
1947,Rozzano,Consumer services,Autogrill,Food retailers & wholesalers
1908,Rome,Industrials,Avio,Aerospace & defense
1969,Turin,Industrials,Azimut Yachts,Shipbuilding
2000,Campogalliano,Consumer goods,B Engineering,Automobiles
1966,Novedrate,Consumer goods,B&B Italia,Furnishings
1910,San Mauro Pascoli,Consumer goods,Baldinini,Footwear
1483,Genoa,Financials,Banca Carige,Banks
1472,Siena,Financials,Banca Monte dei Paschi di Siena,Banks
1913,Rome,Financials,Banca Nazionale del Lavoro,Banks
1865,Milan,Financials,Banca Popolare di Milano,Banks
2007,Verona,Financials,Banco Popolare,Banks
1946,Forlì,Consumer goods,Bandini Automobili,Automobiles
1877,Parma,Consumer goods,Barilla Group,Food products
1977,San Zenone degli Ezzelini,Consumer goods,Basso Bikes,Recreational products
1967,Urbino,Industrials,Benelli Armi SpA,Defense
1911,Pesaro,Consumer goods,Benelli,Automobiles
1873,Viareggio,Industrials,Benetti,Shipbuilding
1965,Ponzano Veneto,Consumer goods,Benetton Group,Clothing & accessories
1964,Montano Lucino,Consumer services,Bennet,Food retailers & wholesalers
1526,Brescia,Industrials,Beretta,Defense
1865,Lucca,Consumer goods,Bertolli,Food products
1904,Rignano sull'Arno,Consumer goods,Beta,Automobiles
1994,Vigasio,Consumer goods,Bettanin & Venturi,Footwear
1885,Milan,Consumer goods,Bianchi,Recreational products
1973,Rimini,Consumer goods,Bimota,Automobiles
1958,Lissone,Consumer goods,Birel,Automobiles
1997,Rimini,Consumer goods,Birra Amarcord,Brewers
1912,Assemini,Consumer goods,Birra Ichnusa,Brewers
1846,Biella,Consumer goods,Birra Menabrea,Brewers
1859,Udine,Consumer goods,Birra Moretti,Brewers
1877,Induno Olona,Consumer goods,Birrificio Angelo Poretti,Brewers
1964,Livorno,Consumer goods,Bizzarrini,Automobiles
1998,Fiumicino,Consumer services,Blue Panorama Airlines,Airlines
1977,Carpi,Consumer goods,Blufin,Clothing & accessories
1929,Milan,Consumer services,Bompiani,Publishing
1937,Potenza Picena,Consumer goods,Bontempi,Recreational products
2004,Montegranaro,Consumer goods,Bontoni,Footwear
1922,Milan,Consumer goods,Borrani,Tires
1857,Alessandria,Consumer goods,Borsalino,Clothing & accessories
1924,Cavarzere,Consumer goods,Bottecchia,Recreational products
1966,Vicenza,Consumer goods,Bottega Veneta,Clothing & accessories
1959,Parma,Industrials,B-P Battioni e Pagani S.p.A.,Commercial vehicles & trucks
1954,Florence,Consumer goods,Braccialini,Clothing & accessories
1927,Milan,Health care,Bracco Group,Pharmaceuticals
1886,Brescia,Industrials,Breda,Industrial engineering
1961,Stezzano,Consumer goods,Brembo,Auto parts
1945,Rome,Consumer goods,Brioni,Clothing & accessories
1945,Pordenone,Consumer goods,Brionvega,Consumer electronics
1935,Turin,Consumer goods,Brondi,Consumer electronics
1978,Perugia,Consumer goods,Brunello Cucinelli,Clothing & accessories
1936,Bologna,Consumer goods,Bruno Magli,Footwear
1827,Sansepolcro,Consumer goods,Buitoni,Food products
1884,Rome,Consumer goods,Bulgari,Clothing & accessories
1999,Casale Monferrato,Industrials,Buzzi Unicem,Building materials & fixtures
2006,Fiumicino,Consumer services,C.A.I. Second,Airlines
1978,Varese,Consumer goods,Cagiva,Automobiles
1999,Rome,Consumer services,Caltagirone Editore,Publishing
1945,Capolona,Consumer goods,Calzaturificio fratelli soldini,Footwear
1995,Milan,Financials,Cambiocasa,Real estate holding & development
1933,Vicenza,Consumer goods,Campagnolo,Recreational products
1860,Milan,Consumer goods,Campari Group,Beverages
1934,Sovico,Consumer goods,Canali,Clothing & accessories
1945,Brugherio,Consumer goods,Candy,Durable household products
1913,Rome,Consumer goods,Caraceni,Clothing & accessories
1944,Bologna,Consumer goods,Carpigiani,Durable household products
1956,Padua,Consumer goods,Carrera Sunglasses,Clothing & accessories
1919,Milan,Industrials,Carrozzeria Boneschi,Commercial vehicles & trucks
1849,Milan,Industrials,Carrozzeria Castagna,Commercial vehicles & trucks
1916,Turin,Industrials,Carrozzeria Ghia,Commercial vehicles & trucks
1967,Milan,Industrials,Carrozzeria Marazzi,Commercial vehicles & trucks
1951,Modena,Industrials,Carrozzeria Scaglietti,Commercial vehicles & trucks
1926,Milan,Industrials,Carrozzeria Touring,Commercial vehicles & trucks
1808,Milan,Consumer services,Casa Ricordi,Publishing
1927,Meda,Consumer goods,Cassina S.p.A.,Furnishings
1914,Recanati,Consumer goods,Castagnari,Recreational products
1958,Como,Consumer goods,Chicco,Toys
1935,Parma,Health care,Chiesi Farmaceutici S.p.A.,Pharmaceuticals
1948,Milan,Consumer goods,Cinelli,Recreational products
1757,Turin,Consumer goods,Cinzano,Distillers & vintners
1856,San Lazzaro di Savena,Consumer goods,Cirio,Food products
1986,Milan,Consumer services,Class Editori,Publishing
1952,Cambiago,Consumer goods,Colnago,Recreational products
1958,Modena,Consumer goods,Colotti Trasmissioni,Auto parts
1919,Settala,Consumer goods,Columbus,Recreational products
1973,Turin,Industrials,Comau,Industrial machinery
?,Ancona,Consumer goods,Comus S.p.A.,Recreational products
1994,Milan,Consumer goods,COMVERT S.r.l.,Clothing & accessories
1962,Bologna,Consumer services,Conad,Food retailers & wholesalers
1967,Casalecchio di Reno,Consumer services,Coop,Food retailers & wholesalers
1952,Mercato San Severino,Consumer goods,Coppola Industria Alimentare,Food products
1958,Mantua,Consumer goods,Corneliani,Clothing & accessories
1854,Genoa,Consumer services,Costa Crociere,Travel & tourism
1971,Castelfidardo,Consumer goods,Crumar,Recreational products
1972,Molvena,Consumer goods,Dainese,Auto parts
1972,Varano de' Melegari,Consumer goods,Dallara,Automobiles
1924,Valenza,Consumer goods,Damiani,Clothing & accessories
1914,Buttrio,Industrials,Danieli,Industrial machinery
1956,Caldonazzo,Consumer goods,Dario Pegoretti,Recreational products
1901,Novara,Consumer services,De Agostini,Publishing
1886,Fara San Martino,Consumer goods,De Cecco,Food products
1953,Milan,Consumer goods,De Rosa,Recreational products
1959,Modena,Consumer goods,De Tomaso,Automobiles
1933,Cabiate,Consumer goods,Dell'Orto,Auto parts
1902,Treviso,Consumer goods,DeLonghi,Durable household products
2007,Milan,Consumer services,Design42Day,Publishing
1952,Francofonte,Consumer goods,Di Blasi Industriale,Recreational products
1948,Caerano di San Marco,Consumer goods,Diadora,Footwear
1978,Breganze,Consumer goods,Diesel,Clothing & accessories
1985,Milan,Consumer goods,Dolce & Gabbana,Clothing & accessories
2006,Macchia d'Isernia,Consumer goods,DR Motor Company,Automobiles
1926,Bologna,Consumer goods,Ducati,Automobiles
1926,Bologna,Industrials,Ducati Energia,Electronic & electrical equipment
1936,Brixen,Technology,Durst,Electronic & electrical equipment
1884,Milan,Utilities,Edison,Multiutilities
1938,Genoa,Utilities,Edoardo Raffinerie Garrone,Alternative electricity
1959,Recanati,Consumer goods,Eko guitars,Recreational products
1959,Perugia,Consumer goods,Ellesse,Clothing & accessories
1914,Naples,Consumer goods,E. Marinella,Clothing & accessories
1962,Rome,Utilities,Enel,Multiutilities
2010,Modena,Consumer goods,Energica Motor Company,Automobiles
1953,Rome,Oil & gas,Eni,Integrated oil & gas
1910,Milan,Consumer goods,Ermenegildo Zegna,Clothing & accessories
1988,Torrile,Consumer goods,Erreà,Clothing & accessories
1957,Milan,Consumer services,Esselunga,Food retailers & wholesalers
1968,Milan,Consumer goods,Etro,Clothing & accessories
1989,Milan,Consumer services,Eurofly,Airlines
1905,Genoa,Consumer goods,Fabbrica Ligure Automobili Genova,Automobiles
1947,Milan,Consumer services,Fratelli Fabbri Editori,Publishing
1950,Calto,Consumer goods,Fabbri Group,Recreational products
1959,Cormano,Consumer goods,Facchini Group,Food products
1945,Milan,Consumer goods,Faema,Durable household products
1906,Sesto San Giovanni,Basic materials,Falck Group,Iron & steel
1967,Gardone Val Trompia,Industrials,FAMARS,Defense
1968,Barzago,Consumer goods,Fantic Motor,Automobiles
1946,Osimo,Consumer goods,Farfisa,Recreational products
1981,Sacile,Consumer goods,Fazioli,Recreational products
1888,Verona,Basic materials,Fedrigoni,Paper
1954,Milan,Consumer services,Feltrinelli,Publishing
1925,Rome,Consumer goods,Fendi,Clothing & accessories
1939,Maranello,Consumer goods,Ferrari,Automobiles
1946,Alba,Consumer goods,Ferrero SpA,Food products
1968,Forlì,Industrials,Ferretti Group,Shipbuilding
1905,Rome,Consumer services,Ferrovie dello Stato Italiane,Travel & tourism
1899,Turin,Consumer goods,Fiat,Automobiles
1959,Trieste,Industrials,Fincantieri,Shipbuilding
1876,Lecco,Industrials,Fiocchi Munizioni,Defense
1987,Turin,Consumer goods,Fioravanti,Automobiles
2002,Turin,Financials,Fondiaria-Sai,Property & casualty insurance
1972,Bergamo,Consumer goods,Fondmetal,Tires
1999,Vicenza,Consumer goods,Fornasari,Automobiles
1857,Algund,Consumer goods,Forst,Brewers
1987,Brescia,Industrials,Franchi,Defense
1905,Milan,Consumer goods,Frera,Automobiles
1860,Monza,Consumer goods,Frette,Clothing & accessories
2004,Arcugnano,Consumer goods,Fulcrum Wheels,Recreational products
1949,Gallarate,Consumer goods,Fulgor,Durable household products
1927,Bologna,Consumer goods,Furla,Clothing & accessories
1947,Milan,Consumer goods,Gaggia,Durable household products
1850,Canelli,Consumer goods,Gancia,Distillers & vintners
1975,Castelnuovo del Garda,Consumer services,Gardaland,Recreational services
1919,Milan,Consumer goods,Garelli Motorcycles,Automobiles
1954,Novi Ligure,Consumer goods,Garlando,Recreational products
1938,Milan,Consumer goods,GDE Bertoni,Recreational products
1955,Rome,Consumer services,GEDI Gruppo Editoriale,Publishing
1995,Montebelluna,Consumer goods,Geox,Clothing & accessories
1995,Missaglia,Consumer goods,Ghezzi & Brian,Automobiles
1909,Pontedera,Consumer goods,Gilera,Automobiles
1853,Genoa,Industrials,Gio. Ansaldo & C.,Aerospace
2008,Scafati,Consumer goods,Givova,Clothing & accessories
2000,Venice,Consumer goods,Golden Goose,Clothing & accessories
1951,Turin,Consumer goods,Graziano Trasmissioni,Auto parts
1947,Palermo,Transport & tourism,Grimaldi Group,Consumer services
1818,Courmayeur,Consumer goods,Grivel,Recreational products
1912,Milan,Consumer goods,Gruppo Bertone,Automobiles
1954,Milan,Basic materials,Gruppo Riva,Iron & steel
1994,Rome,Telecommunications,Gruppo TIM,Mobile Telecommunications
1921,Florence,Consumer goods,Gucci,Clothing & accessories
1964,Milan,Consumer goods,Guerciotti,Recreational products
1966,Cuneo,Consumer goods,Gufram,Furnishings
2002,Bologna,Utilities,Hera Group,Multiutilities
2001,Naples,Industrials,Hitachi Rail Italy,Commercial rail vehicles
1978,Turin,Consumer goods,I.DE.A Institute,Automobiles
1933,Trieste,Consumer goods,Illy,Beverages
1910,Parma,Industrials,Impresa Pizzarotti,Heavy construction
1975,Fabriano,Consumer goods,Indesit Company,Durable household products
1947,Milan,Consumer goods,Innocenti,Automobiles
1970,Sarzana,Industrials,Intermarine,Shipbuilding
2007,Turin,Financials,Intesa Sanpaolo,Banks
1919,Venice,Consumer goods,Iride Bicycles,Recreational products
1953,Bresso,Consumer goods,Iso,Automobiles
1900,Milan,Consumer goods,Isotta Fraschini,Automobiles
2020,Rome,Consumer services,ITA Airways,Airlines
1864,Bergamo,Industrials,Italcementi,Building materials & fixtures
1968,Moncalieri,Consumer goods,Italdesign Giugiaro,Automobiles
1959,Castel San Pietro Terme,Consumer goods,Italjet,Automobiles
1975,Turin,Industrials,Iveco,Commercial vehicles & trucks
1916,Turin,Consumer goods,Kappa,Clothing & accessories
1956,Naples,Consumer goods,Kiton,Clothing & accessories
1954,Milan,Consumer goods,Krizia,Clothing & accessories
2001,Albiate,Consumer goods,Kuota,Recreational products
1954,Bologna,Consumer goods,La Perla,Clothing & accessories
1865,Milan,Consumer services,La Rinascente,Broadline retailers
1928,Ziano di Fiemme,Consumer goods,La Sportiva,Footwear
1901,Omegna,Consumer goods,Lagostina,Durable household products
1963,Sant'Agata Bolognese,Consumer goods,Lamborghini,Automobiles
1947,Milan,Consumer goods,Lambretta,Automobiles
1906,Turin,Consumer goods,Lancia,Automobiles
1954,Cavriago,Consumer goods,Landi Renzo,Auto parts
1895,Turin,Consumer goods,Lavazza,Beverages
1873,Breganze,Consumer goods,Laverda,Automobiles
1993,Pompei,Consumer goods,Legea,Clothing & accessories
1948,Rome,Industrials,Leonardo S.p.A.,Aerospace & defense
1992,Milan,Consumer services,Livingston Energy Flight,Airlines
1925,Ritten,Consumer goods,Loacker,Food products
1924,Quarona,Consumer goods,Loro Piana,Clothing & accessories
1973,Treviso,Consumer goods,Lotto Sport Italia,Clothing & accessories
1957,Naples,Consumer goods,Luigi Borrelli,Clothing & accessories
1961,Milan,Consumer goods,Luxottica,Clothing & accessories
1971,Crespellano,Consumer goods,Macron,Clothing & accessories
1919,Corbetta,Consumer goods,Magneti Marelli,Auto parts
1977,Samarate,Consumer goods,Magni,Automobiles
1930,San Lazzaro di Savena,Consumer goods,Malaguti,Automobiles
1977,Bologna,Consumer goods,Mandarina Duck,Clothing & accessories
1972,Cassola,Consumer goods,Manfrotto,Recreational products
1937,Milan,Industrials,Mapei,Building materials & fixtures
1994,Milan,Consumer goods,Marni,Clothing & accessories
1863,Turin,Consumer goods,Martini & Rossi,Distillers & vintners
1949,Bologna,Consumer goods,Marzocchi,Recreational products
1836,Valdagno,Consumer goods,Marzotto,Clothing & accessories
1914,Modena,Consumer goods,Maserati,Automobiles
1973,Bologna,Consumer goods,Massimo Zanetti Beverage Group,Beverages
1951,Reggio Emilia,Consumer goods,Max Mara,Clothing & accessories
1994,Gricignano di Aversa,Consumer services,MD Discount,Food retailers & wholesalers
1946,Milan,Financials,Mediobanca,Banks
1982,Milan,Industrials,Memphis Group,Business support services
1886,Florence,Health care,Menarini,Pharmaceuticals
1964,Olbia,Consumer services,Meridiana,Airlines
1919,San Vendemiano,Consumer goods,Miche,Recreational products
1825,Milan,Financials,Milano Assicurazioni,Property & casualty insurance
1951,Calderara di Reno,Consumer goods,Minarelli,Auto parts
1979,Faenza,Consumer goods,Minardi,Automobiles
1953,Varese,Consumer goods,Missoni,Clothing & accessories
1993,Milan,Consumer goods,Miu Miu,Clothing & accessories
1945,Abbiategrasso,Consumer goods,Mivar,Consumer electronics
1959,Milan,Industrials,Moby Lines,Marine transportation
1964,Milan,Consumer goods,Momo,Auto parts
1929,Manerbio,Consumer goods,Mondial,Automobiles
1969,Giavera del Montello,Consumer goods,Moon Boot,Footwear
1960,Pesaro,Consumer goods,Morbidelli,Automobiles
1925,Turin,Consumer goods,Moretti Motor Company,Automobiles
1983,Milan,Consumer goods,Moschino,Clothing & accessories
1979,Trento,Consumer goods,Moser Cicli,Recreational products
1921,Mandello del Lario,Consumer goods,Moto Guzzi,Automobiles
1937,Bologna,Consumer goods,Moto Morini,Automobiles
?,Bergamo,Consumer goods,Moto Rumi,Automobiles
1949,Pesaro,Consumer goods,Motobi,Automobiles
1899,Montechiarugolo,Consumer goods,Mutti,Food products
1945,Varese,Consumer goods,MV Agusta,Automobiles
1932,Turin,Consumer goods,Nardi,Automobiles
1959,Santeramo in Colle,Consumer goods,Natuzzi,Furnishings
2001,Somma Lombardo,Consumer services,Neos,Airlines
1895,Turin,Industrials,New Holland Construction,Commercial vehicles & trucks
1972,Bergamo,Consumer goods,Nolan,Auto parts
1939,Giavera del Montello,Consumer goods,Nordica,Clothing & accessories
1984,Monticelli Brusati,Consumer goods,Novarossi,Recreational products
1999,Pace del Mela,Industrials,Nuova Cometra,Commercial rail vehicles
1982,Milan,Financials,Nuovo Banco Ambrosiano,Banks
1947,San Lazzaro di Savena,Consumer goods,OSCA,Automobiles
1918,Milan,Industrials,Officine Meccaniche,Commercial vehicles & trucks
1982,Cesena,Technology,Olidata,Software
1908,Ivrea,Consumer goods,Olivetti,Consumer electronics
1925,Bologna,Consumer goods,OMAS,Nondurable household products
1973,Ronco Scrivia,Consumer goods,OMP Racing,Auto parts
2003,Roveredo in Piano,Technology,Onda Mobile Communication,Telecommunications equipment
1965,Verolengo,Consumer goods,Osella,Automobiles
1958,Cormano,Consumer goods,Ostoni,Durable household products
1905,Rome,Industrials,OTO Melara,Defense
1971,San Martino di Lupari,Consumer goods,OZ Group,Tires
1992,San Cesario sul Panaro,Consumer goods,Pagani,Automobiles
1980,Vicenza,Consumer goods,Pal Zileri,Clothing & accessories
1860,Milan,Consumer goods,Panerai,Clothing & accessories
1994,Modena,Consumer services,Panini Comics,Publishing
1961,Collecchio,Consumer goods,Parmalat,Food products
1957,Arzano,Industrials,Partenavia,Aerospace
1958,Settimo Milanese,Consumer goods,Paton,Automobiles
1949,Arcore,Consumer goods,Peg Perego,Toys
1957,Brescia,Industrials,Perazzi,Defense
2001,Lainate,Consumer goods,Perfetti Van Melle,Food products
1983,Viareggio,Industrials,Perini Navi,Shipbuilding
1973,Vittorio Veneto,Industrials,Permasteelisa,Heavy construction
1792,Gallarate,Consumer goods,Peroni S.p.A.,Recreational products
1917,Agordo,Consumer goods,Persol,Clothing & accessories
1907,Perugia,Consumer goods,Perugina,Food products
1884,Genoa,Industrials,Piaggio Aerospace,Aerospace & defense
1884,Pontedera,Consumer goods,Piaggio,Automobiles
1952,Treviso,Consumer goods,Pinarello,Recreational products
1930,Cambiano,Consumer goods,Pininfarina,Automobiles
1872,Milan,Consumer goods,Pirelli,Tires
1947,Milan,Consumer goods,Pogliaghi,Recreational products
1983,Venice,Consumer goods,Police,Clothing & accessories
1981,Rome,Consumer services,Poste Air Cargo,Airlines
1862,Rome,Industrials,Poste italiane,Delivery services
1913,Milan,Consumer goods,Prada,Clothing & accessories
1901,Milan,Consumer goods,Prinetti & Stucchi,Recreational products
2011,Milan,Industrials,Prysmian Group,Electrical components & equipment
1924,Rome,Consumer services,RAI,Broadcasting & entertainment
1927,Parabiago,Consumer goods,Rancilio,Durable household products
1936,Milan,Consumer goods,Ray-Ban,Clothing & accessories
1927,Milan,Consumer services,RCS MediaGroup,Publishing
1958,Prato,Consumer goods,Rifle,Clothing & accessories
1831,Pozzuolo del Friuli,Industrials,Rizzani de Eccher,Heavy construction
1972,Turin,Consumer goods,Sabelt,Auto parts
1981,Bologna,Consumer goods,Saeco,Durable household products
1934,Padua,Consumer goods,Safilo,Clothing & accessories
2014,Milan,Industrials,Salini Impregilo,Heavy construction
1928,Florence,Consumer goods,Salvatore Ferragamo S.p.A.,Clothing & accessories
1899,San Pellegrino Terme,Consumer goods,San Pellegrino,Beverages
1962,Sarroch,Oil & gas,Saras S.p.A.,Oil & gas exploration & production
1965,Milan,Consumer goods,Seleco,Consumer electronics
2013,Rome,Industrials,Selex ES,Aerospace
1966,Milan,Consumer goods,Sergio Rossi,Footwear
2001,Venice,Consumer goods,Shy,Clothing & accessories
1952,Cologno Monzese,Technology,Siae Microelettronica,Telecommunications equipment
1915,Sesto Calende,Industrials,SIAI-Marchetti,Aerospace
2003,Trieste,Technology,Sicom test,Telecommunications equipment
1957,Pomezia,Health care,Sigma-Tau,Pharmaceuticals
1948,Colleferro,Industrials,Simmel Difesa,Defense
1948,Guastalla,Consumer goods,Smeg,Durable household products
1941,San Donato Milanese,Utilities,Snam,Gas distribution
1958,Naples,Industrials,SNAV,Marine transportation
1862,Rome,Financials,Società Generale Immobiliare,Real estate holding & development
1904,Turin,Consumer goods,Società Torinese Automobili Rapid,Automobiles
1969,Cesena,Industrials,Soilmec,Commercial vehicles & trucks
1973,Lugo,Consumer goods,Somec,Recreational products
1977,Volpiano,Consumer goods,Sparco,Auto parts
1976,Volpiano,Technology,SPEA,Semiconductors
1997,Inverigo,Consumer goods,Suomy,Auto parts
1911,Turin,Consumer goods,Superga,Footwear
1948,Gardone Val Trompia,Industrials,Tanfoglio,Defense
1945,Milan,Conglomerates,Techint,-
1983,Cesena,Consumer goods,Technogym,Recreational products
2015,Modena,Consumer goods,Terra Modena,Automobiles
1936,Naples,Industrials,Tirrenia,Marine transportation
1920,Sant'Elpidio a Mare,Consumer goods,Tod's,Clothing & accessories
1911,Milan,Consumer goods,Trussardi,Clothing & accessories
1938,Livorno,Consumer goods,Tuaca,Distillers & vintners
2003,Bergamo,Financials,UBI Banca,Banks
1998,Porta Nuova,Financials,UniCredit,Banks
1963,Bologna,Financials,Unipol,Banks
1926,Arezzo,Consumer goods,UnoAErre,Clothing & accessories
1960,Milan,Consumer goods,Valentino SpA,Clothing & accessories
1978,Milan,Consumer goods,Versace,Clothing & accessories
1946,Pontedera,Consumer goods,Vespa,Automobiles
1948,Lugo,Industrials,VF Venieri,Commercial vehicles & trucks
1922,Pescara,Consumer goods,Viberti,Automobiles
1937,Albizzate,Consumer goods,Vibram,Footwear
1948,Turin,Industrials,Vignale,Commercial vehicles & trucks
1969,Mondaino,Consumer goods,Viscount,Recreational products
1947,Cento,Consumer goods,VM Motori,Auto parts
1879,Torre Annunziata,Consumer goods,Voiello,Food products
2001,Coriano,Consumer goods,Vyrus,Automobiles
1959,Milan,Industrials,Webuild,Heavy construction
1906,Rossano Veneto,Consumer goods,Wilier Triestina,Recreational products
2015,Milan,Consumer services,YOOX Net-a-Porter Group,Clothing & accessories
1919,Rho,Industrials,Zagato,Commercial vehicles & trucks
1906,Bresso,Health care,Zambon,Pharmaceuticals
1966,Vicenza,Consumer goods,Zamperla,Recreational products
1916,Pordenone,Consumer goods,Zanussi,Durable household products
1982,Dublin,Consumer services,Abrakebabra,Food Retailers & Wholesalers
1982,Dublin,Consumer services,Abrakebabra Investments,Food Retailers & Wholesalers
1989,Dublin,Industrials,Accenture,Business support services
1936,Dublin,Consumer services,Aer Lingus,Airlines
2010,Dublin,Consumer services,Aer Lingus Regional,Airlines
2006,Dublin,Industrials,AerCap,Transport
1999,Dublin,Consumer services,Aircoach,Travel & tourism
1997,Dublin,Utilities,Airtricity,Alternative electricity
1966,Dublin,Financials,Allied Irish Banks,Banks
1984,Dublin,Industrials,An Post,Delivery services
2006,Dublin,Consumer services,Apache Pizza,Food Retailers & Wholesalers
1994,Dublin,Industrials,Aptiv,Automotive
1843,Dublin,Consumer services,Arnotts,Broadline retailers
1976,Dublin,Technology,Baltimore Technologies,Internet
1783,Dublin,Financials,Bank of Ireland,Banks
1901,Cork,Consumer goods,Barry's Tea,Beverages
1840,Dublin,Consumer services,Bewley's,Food Retailers & Wholesalers
1946,Newbridge,Utilities,Bord na Móna,Multiutilities
1989,Dundalk,Consumer services,Boylesports,Gambling
1990,Dublin,Telecommunications,BT Ireland,Fixed line telecommunications
1987,Dublin,Consumer services,Bus Éireann,Travel & tourism
1932,Dublin,Consumer goods,Butlers Chocolates,Food products
1963,Dublin,Consumer services,BWG Foods,Food retailers & wholesalers
1852,Dublin,Consumer goods,C&C Group,Brewers
1943,Dublin,Financials,Central Bank of Ireland,Banks
1945,Dublin,Consumer services,CIÉ,Travel & tourism
1992,Dublin,Consumer services,CityJet,Airlines
1989,Dublin,Consumer services,Communicorp,Broadcasting & Entertainment
2007,Dublin,Health care,Covidien,Medical equipment
1936,Dublin,Industrials,CRH plc,Building materials & fixtures
1990,Dublin,Technology,Cúram Software,Software
1937,Dublin,Consumer services,DAA,Transportation services
1976,Dublin,Industrials,DCC Plc,Business support services
