,company_name,company_location
4052,COMPUTERSHARE TRUSTEES (C.I.) LIMITED,UNITED KINGDOM
4053,MADIC ITALIA SPA,ITALY
4054,AIRBUS DS GEO INC.,UNITED STATES
4055,HOMELOAN MANAGEMENT LIMITED,UNITED KINGDOM
4056,PIRELLI & C. SPA,ITALY
4057,"AIRBUS AMERICAS, INC.",UNITED STATES
4058,TAG WORLDWIDE GROUP LIMITED,UNITED KINGDOM
4059,SKF INDUSTRIE SPA,ITALY
4060,"AIRBUS GROUP SUPPLY & SERVICES, INC.",UNITED STATES
4061,THE APPOINTMENT GROUP LIMITED,UNITED KINGDOM
4062,SKF SEALS ITALY SPA,ITALY
4063,"AIRBUS AMERICAS CUSTOMER SERVICES, INC.",UNITED STATES
4064,NASSAU INDUSTRIAL DOORS LIMITED,UNITED KINGDOM
4065,U.C.I.T. SRL,ITALY
4066,"AIRBUS GROUP, INC.",UNITED STATES
4067,ORAPI APPLIED LIMITED,UNITED KINGDOM
4068,WOOD ITALIANA SRL,ITALY
4069,HYUNDAI MOTOR AMERICA,UNITED STATES
4070,GENESIS OIL & GAS CONSULTANTS LIMITED,UNITED KINGDOM
4071,GEODIS HOLDING ITALIA SPA,ITALY
4072,"KIA AMERICA, INC.",UNITED STATES
4073,GENESIS ENERGIES CONSULTANTS LTD,UNITED KINGDOM
4074,KAYSER FILTERTECH ITALY SRL,ITALY
4075,"MITSUBISHI MOTORS CREDIT OF AMERICA, INC.",UNITED STATES
4076,BMB GROUP LIMITED,UNITED KINGDOM
4077,ABOVE COMPARISON SRL,ITALY
4078,LIBERTY INTERNATIONAL HOLDINGS INC,UNITED STATES
4079,BAILIE GROUP LIMITED,UNITED KINGDOM
4080,MAGNAKI SRL,ITALY
4081,"SOVOS COMPLIANCE, LLC",UNITED STATES
4082,BAIRD GROUP LIMITED,UNITED KINGDOM
4083,MAGNAKI HOLDING SRL,ITALY
4084,MAZAK CORPORATION,UNITED STATES
4085,BAIRD GROUP (HOLDINGS) LIMITED,UNITED KINGDOM
4086,GL EVENTS ITALIA EXPO SRL,ITALY
4087,"EPIC! CREATIONS, INC.",UNITED STATES
4088,HILTON WORLDWIDE MANAGE LIMITED,UNITED KINGDOM
4089,GL EVENTS ITALIA SPA,ITALY
4090,"STAGWELL GROUP LLC, THE",UNITED STATES
4091,JPF API LAMINATES UK LIMITED,UNITED KINGDOM
4092,FALCONERI SRL,ITALY
4093,"METLIFE ASSIGNMENT COMPANY, INC. (DE)",UNITED STATES
4094,THE DORCHESTER LIMITED,UNITED KINGDOM
4095,DUCATI MOTOR HOLDING SPA,ITALY
4096,NORFOLK SOUTHERN CORPORATION,UNITED STATES
4097,DORCHESTER GROUP LIMITED,UNITED KINGDOM
4098,ALBERGHI GOLD SRL,ITALY
4099,MILTOPE CORPORATION,UNITED STATES
4100,DORCHESTER SERVICES LIMITED,UNITED KINGDOM
4101,SDF SPA,ITALY
4102,"ONYX GRAPHICS, INC.",UNITED STATES
4103,"BANK OF AMERICA, NATIONAL ASSOCIATION",UNITED KINGDOM
4104,SAME DEUTZ FAHR ITALIA SPA,ITALY
4105,"KROLL, LLC",UNITED STATES
4106,BLACKROCK GROUP LIMITED,UNITED KINGDOM
4107,CD 24121 SRL,ITALY
4108,"ADIDAS PROMOTIONAL RETAIL OPERATIONS, INC.",UNITED STATES
4109,MERRILL LYNCH EUROPE LIMITED,UNITED KINGDOM
4110,C&D SPA,ITALY
4111,"ADIDAS INTERNATIONAL, INC.",UNITED STATES
4112,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,UNITED KINGDOM
4113,METSA BOARD ITALIA SRL,ITALY
4114,DASH FINANCIAL TECHNOLOGIES LLC,UNITED STATES
4115,MERRILL LYNCH INTERNATIONAL,UNITED KINGDOM
4116,METSO SPA,ITALY
4117,LIMELIFE BY ALCONE (UK) LTD,UNITED KINGDOM
4118,FAMECCANICA.DATA SPA,ITALY
4119,LIONS GATE ENTERTAINMENT INC.,UNITED STATES
4120,NTT EUROPE LTD.,UNITED KINGDOM
4121,GIVE BACK BEAUTY SRL,ITALY
4122,LIONS GATE FILMS INC.,UNITED STATES
4123,NTT DATA BUSINESS SOLUTIONS LIMITED,UNITED KINGDOM
4124,ENDEMOL SHINE ITALY SPA,ITALY
4125,RGA REINSURANCE COMPANY,UNITED STATES
4126,NTT LIMITED,UNITED KINGDOM
4127,NOVATRANS ITALIA SRL,ITALY
4128,"FREEDOMROADS, LLC",UNITED STATES
4129,BUDGET GROUP LIMITED,UNITED KINGDOM
4130,MASHFROG GROUP SRL,ITALY
4131,"CAMPING WORLD HOLDINGS, INC.",UNITED STATES
4132,SUTTONS TANKERS LIMITED,UNITED KINGDOM
4133,SBG HOLDING SPA IN FORMA ABBREVIATO SBG HOLDING SPA,ITALY
4134,"CWGS ENTERPRISES, LLC",UNITED STATES
4135,ANOTECH ENERGY GLOBAL SOLUTIONS LIMITED,UNITED KINGDOM
4136,UNIFLAIR SPA,ITALY
4137,"FINN PARTNERS, INC.",UNITED STATES
4138,ANOTECH ENERGY SERVICES LIMITED,UNITED KINGDOM
4139,TEKSID ALUMINUM SRL,ITALY
4140,"ACAMS NORTH AMERICA CHAPTERS, INC.",UNITED STATES
4141,AVIVA INSURANCE LIMITED,UNITED KINGDOM
4142,GETTI SPECIALI SRL,ITALY
4143,"CITIGROUP TECHNOLOGY, INC.",UNITED STATES
4144,WE ARE SOCIAL LTD,UNITED KINGDOM
4145,FIVES INTRALOGISTICS SPA,ITALY
4146,"WEST PHARMACEUTICAL SERVICES, INC.",UNITED STATES
4147,ONE51 ES PLASTICS (UK) LIMITED,UNITED KINGDOM
4148,FIVES OTO SPA,ITALY
4149,"ELEVATE CREDIT, INC.",UNITED STATES
4150,SPEYSIDE COOPERAGE LIMITED,UNITED KINGDOM
4151,FIVES ITALY SRL,ITALY
4152,NETFLIX GLOBAL HOLDINGS C.V.,UNITED STATES
4153,ISLA COOPERAGE COMPANY LIMITED,UNITED KINGDOM
4154,FIVES ITAS SPA,ITALY
4155,"CONSOLIDATED METCO, INC.",UNITED STATES
4156,CAMLACHIE COOPERAGE LIMITED,UNITED KINGDOM
4157,FIVES GIUSTINA SRL,ITALY
4158,"TAURUS INVESTMENT HOLDINGS, LLC",UNITED STATES
4159,ORANO UK LIMITED,UNITED KINGDOM
4160,COMAU SPA,ITALY
4161,"VICTORIA'S SECRET STORES, LLC",UNITED STATES
4162,RAYMOND GUBBAY LIMITED,UNITED KINGDOM
4163,ETHOSENERGY ITALIA SPA,ITALY
4164,"KAISER FOUNDATION HEALTH PLAN, INC.",UNITED STATES
4165,MARKEL INTERNATIONAL INSURANCE COMPANY LIMITED,UNITED KINGDOM
4166,VOMM IMPIANTI E PROCESSI SPA,ITALY
4167,"WELSH, CARSON, ANDERSON & STOWE VI, L.P.",UNITED STATES
4168,MARKEL EUROPE LIMITED,UNITED KINGDOM
4169,AMBIENTE E NUTRIZIONE SRL,ITALY
4170,"ITRON INTERNATIONAL, INC.",UNITED STATES
4171,MARKEL CAPITAL HOLDINGS LIMITED,UNITED KINGDOM
4172,SOFTLAB HOLDING SRL,ITALY
4173,ITRON MANUFACTURING INC,UNITED STATES
4174,MARKEL INTERNATIONAL SERVICES LIMITED,UNITED KINGDOM
4175,CLUB DEL SOLE SRL,ITALY
4176,"TOTAL DEFENSE, INC.",UNITED STATES
4177,APPLE (UK) LIMITED,UNITED KINGDOM
4178,LUXURY GOODS ITALIA SPA,ITALY
4179,"TOTAL DEFENSE, LLC",UNITED STATES
4180,CLIPPER LOGISTICS PLC,UNITED KINGDOM
4181,CMA ROBOTICS SPA,ITALY
4182,FINASTRA USA CORPORATION,UNITED STATES
4183,EUROPE DOMAINS LTD,UNITED KINGDOM
4184,ENI SPA,ITALY
4185,"G-A-I CONSULTANTS, INC.",UNITED STATES
4186,INTEL CORPORATION (UK) LIMITED,UNITED KINGDOM
4187,OLMAR AND MIRTA SPA,ITALY
4188,"J. M. SMUCKER COMPANY, THE",UNITED STATES
4189,CREW CLOTHING CO. LIMITED,UNITED KINGDOM
4190,CHRISTIES SRL,ITALY
4191,"TA CONNECTIONS DE, LLC",UNITED STATES
4192,OPTICAL EXPRESS (HOLDINGS) LIMITED,UNITED KINGDOM
4193,ENI PLENITUDE SPA SOCIETA\' BENEFIT,ITALY
4194,"BAJCO GLOBAL MANAGEMENT, LLC",UNITED STATES
4195,NORTH WEST (AEROTOOLING) LTD.,UNITED KINGDOM
4196,FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,ITALY
4197,"BAJCO, LLC",UNITED STATES
4198,KALON BIOLOGICAL LIMITED,UNITED KINGDOM
4199,ANACAP FP SRL,ITALY
4200,AERO ASSURANCE LTD.,UNITED STATES
4201,CUADRILLA RESOURCES LIMITED,UNITED KINGDOM
4202,ZURICH ITALY BANK SPA,ITALY
4203,PRECISION MANUFACTURING GROUP LLC,UNITED STATES
4204,CHELSEA LIMITED,UNITED KINGDOM
4205,INTEGRATED DEVICE TECHNOLOGY SRL,ITALY
4206,"VISTA EQUITY PARTNERS MANAGEMENT, LLC",UNITED STATES
4207,EPOCH PROPERTIES LIMITED,UNITED KINGDOM
4208,CGI ITALIA SRL,ITALY
4209,"SWISSPORT USA, INC.",UNITED STATES
4210,TREVES UK LIMITED,UNITED KINGDOM
4211,PERMASTEELISA SPA,ITALY
4212,"SWISSPORT NORTH AMERICA, INC.",UNITED STATES
4213,CITIZENM LONDON BANKSIDE OPERATIONS B.V.,UNITED KINGDOM
4214,STM PHARMA PRO SRL,ITALY
4215,"EDGEWELL PERSONAL CARE, LLC",UNITED STATES
4216,MEDIACOM UK LIMITED,UNITED KINGDOM
4217,UNION GAS METANO SPA,ITALY
4218,EDGEWELL PERSONAL CARE COMPANY,UNITED STATES
4219,MEDIACOM GROUP LIMITED,UNITED KINGDOM
4220,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL ITALIA SRL,ITALY
4221,"EDGEWELL PERSONAL CARE BRANDS, LLC",UNITED STATES
4222,MEDIACOM NORTH LIMITED,UNITED KINGDOM
4223,EMERSON PROCESS MANAGEMENT SRL,ITALY
4224,MRI SOFTWARE LLC,UNITED STATES
4225,RICOH EUROPE PLC,UNITED KINGDOM
4226,LANSERHOF SRL,ITALY
4227,CVC ADVISORS (U.S.) INC.,UNITED STATES
4228,RICOH EUROPE HOLDINGS PLC,UNITED KINGDOM
4229,GILBARCO SRL,ITALY
4230,"CURRENT LIGHTING SOLUTIONS, LLC",UNITED STATES
4231,RICOH UK LIMITED,UNITED KINGDOM
4232,GILBARCO ITALIA SRL,ITALY
4233,KRAUTER & COMPANY LLC,UNITED STATES
4234,RICOH EUROPE FINANCE LIMITED,UNITED KINGDOM
4235,ELETTROMAULE COMPONENT SRL,ITALY
4236,ALABAMA POWER COMPANY,UNITED STATES
4237,MET FILM LIMITED,UNITED KINGDOM
4238,PRE GEL SPA,ITALY
4239,AMERICAN HOME ASSURANCE COMPANY,UNITED STATES
4240,CANVAS HOLIDAYS LIMITED,UNITED KINGDOM
4241,THE'LIOS SPA,ITALY
4242,"BITTITAN, INC.",UNITED STATES
4243,CANVAS HOLDINGS LIMITED,UNITED KINGDOM
4244,OFFICINE MACCAFERRI SPA,ITALY
4245,BROCK HOLDINGS I LLC,UNITED STATES
4246,INVESTEC 1 LIMITED,UNITED KINGDOM
4247,OFFICINE MACCAFERRI ITALIA SRL,ITALY
4248,"CEQUEL COMMUNICATIONS HOLDINGS I, LLC",UNITED STATES
4249,INVESTEC BANK PLC,UNITED KINGDOM
4250,MACCAFERRI INNOVATION CENTER SRL,ITALY
4251,CENTRE PARTNERS MANAGEMENT LLC,UNITED STATES
4252,INVESTEC GROUP INVESTMENTS (UK) LIMITED,UNITED KINGDOM
4253,BNP PARIBAS SECURITIES SERVICES,ITALY
4254,"TRINITY HEALTH OF NEW ENGLAND CORPORATION, INC.",UNITED STATES
4255,INVESTEC WEALTH & INVESTMENT LIMITED,UNITED KINGDOM
4256,BIO HABITAT ITALIA SPA,ITALY
4257,RC LONESTAR INC.,UNITED STATES
4258,NINETY ONE UK LIMITED,UNITED KINGDOM
4259,BASIC NET SPA,ITALY
4260,"COCA-COLA COMPANY, THE",UNITED STATES
4261,RICHARD BAKER HARRISON LIMITED,UNITED KINGDOM
4262,WHIRLPOOL EMEA SPA,ITALY
4263,"REFRESHMENT PRODUCT SERVICES, INC.",UNITED STATES
4264,ENDSLEIGH INSURANCE SERVICES LIMITED,UNITED KINGDOM
4265,WHIRLPOOL ITALIA SRL,ITALY
4266,MOUNT AUBURN HOSPITAL,UNITED STATES
4267,TTT MONEYCORP LIMITED,UNITED KINGDOM
4268,WHIRLPOOL MANAGEMENT EMEA SRL,ITALY
4269,WESTERN WASHINGTON UNIVERSITY,UNITED STATES
4270,FUMEX INSTALLATIONS LIMITED,UNITED KINGDOM
4271,BELENERGIA MEZZ FINANCE SRL,ITALY
4272,"UNIVERSITY HOSPITALS HEALTH SYSTEM, INC.",UNITED STATES
4273,CANDY KITTENS LIMITED,UNITED KINGDOM
4274,BELENERGIA SPA,ITALY
4275,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,UNITED STATES
4276,P&O FERRIES LIMITED,UNITED KINGDOM
4277,OTB SPA,ITALY
4278,ALLINA HEALTH SYSTEM,UNITED STATES
4279,BRAIDR LIMITED,UNITED KINGDOM
4280,ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,ITALY
4281,"HACKENSACK MERIDIAN HEALTH, INC.",UNITED STATES
4282,JOHN MILLS LIMITED,UNITED KINGDOM
4283,HB BOSCARINI SPA,ITALY
4284,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",UNITED STATES
4285,DS SMITH PLC,UNITED KINGDOM
4286,ANTICA FARMACEUTICA LUCCHESE SRL,ITALY
4287,"INFIRMARY HEALTH SYSTEM, INC.",UNITED STATES
4288,CVC ADVISERS LIMITED,UNITED KINGDOM
4289,PHSHOP SRL,ITALY
4290,"CLEVELAND CLINIC FOUNDATION, THE",UNITED STATES
4291,DS GD UK LIMITED,UNITED KINGDOM
4292,COLOMION SPA,ITALY
4293,GOOGLE LLC,UNITED STATES
4294,PARAGON INTERNET GROUP LIMITED,UNITED KINGDOM
4295,LINIFICIO E CANAPIFICIO NAZIONALE SRL SOCIETA' BENEFIT,ITALY
4296,GLOBAL X MANAGEMENT COMPANY LLC,UNITED STATES
4297,GO DADDY EUROPE LIMITED,UNITED KINGDOM
4298,UNICREDIT SPA,ITALY
4299,"PRINCESS CRUISE LINES, LTD.",UNITED STATES
4300,123-REG LIMITED,UNITED KINGDOM
4301,PANINI SPA,ITALY
4302,"MEDIDATA SOLUTIONS, INC.",UNITED STATES
4303,ALUMASC BUILDING PRODUCTS LIMITED,UNITED KINGDOM
4304,LCI ITALY SRL,ITALY
4305,SABIC INNOVATIVE PLASTICS US LLC,UNITED STATES
4306,GREENCELL LIMITED,UNITED KINGDOM
4307,GOOGLE ITALY SRL,ITALY
4308,LSI CORPORATION,UNITED STATES
4309,SAFETY MANAGEMENT ADVISORY SERVICES LIMITED,UNITED KINGDOM
4310,IRONMAN ITALY SRL,ITALY
4311,"THOUGHTWORKS, INC.",UNITED STATES
4312,SKYWORKS SOLUTIONS LIMITED,UNITED KINGDOM
4313,HEXIS ITALIA SRL,ITALY
4314,"TRANSCORE PARTNERS, LLC",UNITED STATES
4315,GLOBAL AWARE INTERNATIONAL GROUP LIMITED,UNITED KINGDOM
4316,AIR HEX ALONTE SRL,ITALY
4317,"MSREF REAL ESTATE ADVISOR, INC.",UNITED STATES
4318,ACCENTURE (UK) LIMITED,UNITED KINGDOM
4319,DEMETRA SPA,ITALY
4320,"ROYAL & SUN ALLIANCE INSURANCE AGENCY, INC",UNITED STATES
4321,ACCENTURE MARKETING SERVICES LTD,UNITED KINGDOM
4322,STATE STREET BANK INTERNATIONAL GMBH,ITALY
4323,"C&A MARKETING, INC.",UNITED STATES
4324,ACCENTURE PLC,UNITED KINGDOM
4325,KODAK SPA,ITALY
4326,"SOMFY SYSTEMS, INC.",UNITED STATES
4327,DELOITTE LLP,UNITED KINGDOM
4328,WITHSECURE SRL,ITALY
4329,"STATE STREET GLOBAL ADVISORS, INC.",UNITED STATES
4330,DELOITTE MCS LIMITED,UNITED KINGDOM
4331,BERTIN ITALIA SRL,ITALY
4332,STATE STREET GLOBAL ADVISORS TRUST COMPANY,UNITED STATES
4333,SPIRENT COMMUNICATIONS PLC,UNITED KINGDOM
4334,ALTHEA SPA,ITALY
4335,PIPER SANDLER & CO.,UNITED STATES
4336,INCLEX NO 3 LIMITED,UNITED KINGDOM
4337,GIORGIO GORI SRL,ITALY
4338,"IFM INVESTORS (US), LLC",UNITED STATES
4339,INCLEX NO 7 LIMITED,UNITED KINGDOM
4340,ORDINE NAZIONALE DEI BIOLOGI DI ROMA,ITALY
4341,ANDERSON SHAPIRO EYE SURGEONS S C,UNITED STATES
4342,TIKTOK INFORMATION TECHNOLOGIES UK LIMITED,UNITED KINGDOM
4343,TAORMINA HOTEL MANAGEMENT SRL,ITALY
4344,"MULESOFT, INC.",UNITED STATES
4345,INFECTIOUS MEDIA LIMITED,UNITED KINGDOM
4346,LOVATO ELECTRIC SPA,ITALY
4347,"MULESOFT, LLC",UNITED STATES
4348,KEPLER GROUP EMEA LIMITED,UNITED KINGDOM
4349,MICROSOFT SRL,ITALY
4350,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,UNITED STATES
4351,THE INNOVATION GROUP (EMEA) LIMITED,UNITED KINGDOM
4352,TOD'S SPA,ITALY
4353,PETSMART LLC,UNITED STATES
4354,"NICHINO EUROPE CO., LTD.",UNITED KINGDOM
4355,EDENRED ITALIA SRL,ITALY
4356,"CALIFORNIA RAM, INC.",UNITED STATES
4357,BARCLAYS PRIVATE CLIENTS INTERNATIONAL LTD,UNITED KINGDOM
4358,DATA 4 SERVICES ITALY SPA,ITALY
4359,"CONSTELLIS HOLDINGS, LLC",UNITED STATES
4360,VELOCIX SOLUTIONS LIMITED,UNITED KINGDOM
4361,TELMO PARTECIPAZIONI SRL,ITALY
4362,"CONSTELLIS, LLC",UNITED STATES
4363,MAVENIR SYSTEMS LIMITED,UNITED KINGDOM
4364,BROKER NET ITALIA SRL,ITALY
4365,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,UNITED STATES
4366,DIGITAL BARRIERS SERVICES LIMITED,UNITED KINGDOM
4367,BARADINE INVEST SL,ITALY
4368,"PERFORMANCE PLASTICS, INC.",UNITED STATES
4369,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM
4370,UFI FILTERS SPA,ITALY
4371,"GORMAN-RUPP COMPANY, THE",UNITED STATES
4372,INEOS SALES (UK) LIMITED,UNITED KINGDOM
4373,GN AUDIO ITALY SRL,ITALY
4374,NP DURANGO LLC,UNITED STATES
4375,INEOS GROUP HOLDINGS LIMITED,UNITED KINGDOM
4376,ACCENTURE SPA,ITALY
4377,"DEVELOPMENTAL DISABILITIES SERVICES, DELAWARE DIVISION OF",UNITED STATES
4378,INEOS HYGIENICS LIMITED,UNITED KINGDOM
4379,CLIVET SPA,ITALY
4380,"PRO-PIPE, INC.",UNITED STATES
4381,INEOS EUROPEAN HOLDINGS LIMITED,UNITED KINGDOM
4382,CLIVET AIR SRL,ITALY
4383,"NATIONAL RESEARCH GROUP, INC.",UNITED STATES
4384,INEOS INDUSTRIES LIMITED,UNITED KINGDOM
4385,TRUSTANDWEALTH SRL,ITALY
4386,REUTERS NEWS & MEDIA INC.,UNITED STATES
4387,TERRAPINN LIMITED,UNITED KINGDOM
4388,EXPRESS 6000 SRL,ITALY
4389,"AMERILIFE GROUP, LLC",UNITED STATES
4390,TERRAPINN HOLDINGS LIMITED,UNITED KINGDOM
4391,MANE ITALIA SRL,ITALY
4392,"SOUND TECHNOLOGIES, INC.",UNITED STATES
4393,PARFUMS CHRISTIAN DIOR(U.K.)LIMITED,UNITED KINGDOM
4394,ENERGYLIFE SRL,ITALY
4395,"HAWKEYE ACQUISITION, INC.",UNITED STATES
4396,CHRISTIAN DIOR UK LIMITED,UNITED KINGDOM
4397,GESTIONE CONCESSIONI SPA,ITALY
4398,"AMYRIS, INC.",UNITED STATES
4399,HAWK INCENTIVES LIMITED,UNITED KINGDOM
4400,GENERALI INVESTMENTS HOLDING SPA,ITALY
4401,"ADMINISTRATIVE SERVICES, OHIO DEPARTMENT OF",UNITED STATES
4402,INEOS GRANGEMOUTH LIMITED,UNITED KINGDOM
4403,GENERALI INVESTMENTS PARTNERS SPA SOCIETA' DI GESTIONE DEL RISPARMIO,ITALY
4404,TREK BICYCLE CORPORATION,UNITED STATES
4405,CAPITA LIFE AND PENSIONS SERVICES (ISLE OF MAN) LIMITED,UNITED KINGDOM
4406,GHELLA INVESTMENTS & PARTNERSHIPS SPA,ITALY
4407,"ACTAVIS LABORATORIES UT, INC.",UNITED STATES
4408,TASTER FOOD UK LIMITED,UNITED KINGDOM
4409,ROTHENBERGER ITALIANA SRL,ITALY
4410,AUDIOHQ LLC,UNITED STATES
4411,PUBLICIS MEDIA LIMITED,UNITED KINGDOM
4412,ENEL X INTERNATIONAL SRL,ITALY
4413,"UNIVERSAL PROTECTION SERVICE, LP",UNITED STATES
4414,PAVILION PUBLISHING AND MEDIA LTD.,UNITED KINGDOM
4415,ENEL X SRL,ITALY
4416,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",UNITED STATES
4417,"JUSTERINI & BROOKS,LIMITED",UNITED KINGDOM
4418,TOYOTA MATERIAL HANDLING ITALIA SRL,ITALY
4419,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,UNITED STATES
4420,BEGGARS GROUP MEDIA LIMITED,UNITED KINGDOM
4421,INTERPOLIMERI SPA,ITALY
4422,"GEA MECHANICAL EQUIPMENT US, INC.",UNITED STATES
4423,WEST ONE MUSIC GROUP FRANCE LIMITED,UNITED KINGDOM
4424,HUMANITAS SPA,ITALY
4425,CELANESE HOLDINGS LLC,UNITED STATES
4426,TESTERWORLD LIMITED,UNITED KINGDOM
4427,HUMANITAS MIRASOLE SPA,ITALY
4428,CELANESE INTERNATIONAL CORPORATION,UNITED STATES
4429,KIOWA LIMITED,UNITED KINGDOM
4430,LA FABBRICA SPA,ITALY
4431,CELANESE LTD.,UNITED STATES
4432,THALES AIR DEFENCE LIMITED,UNITED KINGDOM
4433,REGGIO CHILDREN SRL,ITALY
4434,CELANESE CORPORATION,UNITED STATES
4435,MARKS AND SPENCER P.L.C.,UNITED KINGDOM
4436,C.W.F. CHILDREN WORLDWIDE FASHION ITALIA SRL,ITALY
4437,UNITED SPECIALTY INSURANCE COMPANY,UNITED STATES
4438,ORWELL GROUP HOLDING LTD,UNITED KINGDOM
4439,CLARINS ITALIA SPA,ITALY
4440,LAZARD ASSET MANAGEMENT LLC,UNITED STATES
4441,NISSAN MOTOR MANUFACTURING (UK) LIMITED,UNITED KINGDOM
4442,HDI GLOBAL SE,ITALY
4443,"HULL & COMPANY, INC.",UNITED STATES
4444,NISSAN TRADING EUROPE LIMITED,UNITED KINGDOM
4445,HDI ASSICURAZIONI SPA,ITALY
4446,"NEW NAUTICAL COATINGS, INC.",UNITED STATES
4447,NISSAN MOTOR (GB) LIMITED,UNITED KINGDOM
4448,MTS SPA,ITALY
4449,UNIFORM COLOR COMPANY,UNITED STATES
4450,AECOM LIMITED,UNITED KINGDOM
4451,VALENTINO SPA,ITALY
4452,"STRIPE, INC.",UNITED STATES
4453,BMW SERVICES LIMITED,UNITED KINGDOM
4454,BRIVIO & VIGANO' LOGISTICS SRL,ITALY
4455,"STRIPE HEAVY INDUSTRIES, INC.",UNITED STATES
4456,BMW FINANCIAL SERVICES (GB) LIMITED,UNITED KINGDOM
4457,HITRAC ENGINEERING GROUP SPA,ITALY
4458,"INSIDER, INC.",UNITED STATES
4459,BMW (UK) LIMITED,UNITED KINGDOM
4460,FAAC PARTECIPAZIONI INDUSTRIALI SRL,ITALY
4461,B OREGON LEASING LLC,UNITED STATES
4462,BMW (UK) CAPITAL PLC,UNITED KINGDOM
4463,FAAC SPA,ITALY
4464,B OREGON OWNER LLC,UNITED STATES
4465,JARDINE MOTORS GROUP UK LIMITED,UNITED KINGDOM
4466,LANNUTTI SPA,ITALY
4467,"LHO SAN DIEGO ONE LESSEE, INC.",UNITED STATES
4468,BMW (UK) MANUFACTURING LIMITED,UNITED KINGDOM
4469,TRASPORTI INTERNAZIONALI AGENZIA MARITTIMA SAVINO DEL BENE SPA,ITALY
4470,"SALZGITTER MANNESMANN STAINLESS TUBES USA, INC.",UNITED STATES
4471,BAE SYSTEMS PLC,UNITED KINGDOM
4472,MI-GSO ITALIA SRL,ITALY
4473,"ATLAS MANAGEMENT, INC.",UNITED STATES
4474,BAE SYSTEMS (INTERNATIONAL) LIMITED,UNITED KINGDOM
4475,KICKOFF SPA,ITALY
4476,HQ GLOBAL WORKPLACES LLC,UNITED STATES
4477,CORDIANT DIGITAL INFRASTRUCTURE LIMITED,UNITED KINGDOM
4478,PIXARTPRINTING SPA,ITALY
4479,"CONSTRUCTION PARTNERS, INC.",UNITED STATES
4480,HGCAPITAL LLP,UNITED KINGDOM
4481,SIIRTEC NIGI SPA,ITALY
4482,"SWETT & CRAWFORD OF GEORGIA, INC.",UNITED STATES
4483,ABELLIO SCOTRAIL LTD,UNITED KINGDOM
4484,DILMOOR SPA SIGLABILE DLM SPA DLR SPA DMO SPA DMR SPA DM SPA,ITALY
4485,ORGENESIS MARYLAND INC,UNITED STATES
4486,MCLAREN AUTOMOTIVE LIMITED,UNITED KINGDOM
4487,AMARIS TECHNOLOGIES SRL,ITALY
4488,"S.E. ACQUISITION OF LANCASTER, CALIFORNIA, INC.",UNITED STATES
4489,MCLAREN CONSTRUCTION GROUP PLC,UNITED KINGDOM
4490,FITT SPA SOCIETA' UNIPERSONALE,ITALY
4491,LINDE GAS & EQUIPMENT INC.,UNITED STATES
4492,DPDGROUP UK LTD,UNITED KINGDOM
4493,GILETTA SPA,ITALY
4494,MACQUARIE INC.,UNITED STATES
4495,SYNGENTA UK LIMITED,UNITED KINGDOM
4496,LOGIUDICE FORNI SRL,ITALY
4497,BROOKFIELD OFFICE PROPERTIES INC,UNITED STATES
4498,CLYDE & CO LLP,UNITED KINGDOM
4499,LAFITTE ITALIA NATURAL CORK SRL,ITALY
4500,"PMR ILLINOIS HOLDING, LLC",UNITED STATES
4501,THE SUNDAY TIMES LIMITED,UNITED KINGDOM
4502,INTERCONTINENTAL SPECIALTY FATS (ITALY) SRL IN FORMA ABBREVIATO ISF ITALY SRL,ITALY
4503,"HUTTIG BUILDING PRODUCTS, INC.",UNITED STATES
4504,SKRILL LIMITED,UNITED KINGDOM
4505,DOLOMITI ENERGIA TRADING SPA,ITALY
4506,"MARK MILLER SUBARU SOUTH TOWNE, LLC",UNITED STATES
4507,PAYSAFE HOLDINGS UK LIMITED,UNITED KINGDOM
4508,ANGEL4FUTURE SRL,ITALY
4509,"LANDCAR MANAGEMENT, LTD.",UNITED STATES
4510,SPARK FOUNDRY LIMITED,UNITED KINGDOM
4511,COMPOSAD SRL,ITALY
4512,"NUTRITION & BIOSCIENCES, INC.",UNITED STATES
4513,WALKER LIMITED,UNITED KINGDOM
4514,CONSERVE ITALIA - CONSORZIO ITALIANO FRA COOPERATIVE AGRICOLE SOC COOP AGRICOLA,ITALY
4515,"BARENTZ NORTH AMERICA, LLC",UNITED STATES
4516,PPT GROUP UK LTD,UNITED KINGDOM
4517,HME BRASS ITALY SPA,ITALY
4518,"CRIMINAL JUSTICE INFORMATION CENTER, ALABAMA",UNITED STATES
4519,IHS GLOBAL LIMITED,UNITED KINGDOM
