,company_name,company_location
2385,KELTBRAY ENVIRONMENTAL MATERIALS MANAGEMENT LIMITED,UNITED KINGDOM
2386,BIOFARMA SRL,ITALY
2387,"MULESOFT, INC.",UNITED STATES
2388,KELTBRAY GROUP (HOLDINGS) LIMITED,UNITED KINGDOM
2389,SPAL AUTOMOTIVE SRL,ITALY
2390,"MULESOFT, LLC",UNITED STATES
2391,KELTBRAY BUILT ENVIRONMENT LIMITED,UNITED KINGDOM
2392,MONDORA SRL SOCIETA' BENEFIT,ITALY
2393,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,UNITED STATES
2394,Ocorian Limited,UNITED KINGDOM
2395,ALLIANZ BANK FINANCIAL ADVISORS SPA,ITALY
2396,PETSMART LLC,UNITED STATES
2397,WAVIN LIMITED,UNITED KINGDOM
2398,ANGELONI GROUP SRL,ITALY
2399,"CALIFORNIA RAM, INC.",UNITED STATES
2400,SUNBELT RENTALS LIMITED,UNITED KINGDOM
2401,ALTESSE SRL,ITALY
2402,"CONSTELLIS HOLDINGS, LLC",UNITED STATES
2403,ASHTEAD TECHNOLOGY LIMITED,UNITED KINGDOM
2404,CEAM COSTRUZIONI ELETTROMECCANICHE ASCENSORI E MONTACARICHI SRL,ITALY
2405,"CONSTELLIS, LLC",UNITED STATES
2406,ASHTEAD GROUP PUBLIC LIMITED COMPANY,UNITED KINGDOM
2407,BOLTON MANITOBA SPA,ITALY
2408,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,UNITED STATES
2409,ASHTEAD FINANCING LIMITED,UNITED KINGDOM
2410,AMAZON WEB SERVICES EMEA SARL,ITALY
2411,"PERFORMANCE PLASTICS, INC.",UNITED STATES
2412,LAND FINANCE & MORTGAGE CORPORATION LIMITED(THE),UNITED KINGDOM
2413,VETRALLA SRL,ITALY
2414,"GORMAN-RUPP COMPANY, THE",UNITED STATES
2415,DELUXE MEDIA EUROPE LTD,UNITED KINGDOM
2416,INVIBES ITALY SRL,ITALY
2417,NP DURANGO LLC,UNITED STATES
2418,PURTON CARBONS LIMITED,UNITED KINGDOM
2419,DOLCE & GABBANA SRL,ITALY
2420,"DEVELOPMENTAL DISABILITIES SERVICES, DELAWARE DIVISION OF",UNITED STATES
2421,CARBON LINK LIMITED,UNITED KINGDOM
2422,IN.PRO.DI INGHIRAMI PRODUZIONE DISTRIBUZIONE SPA,ITALY
2423,"PRO-PIPE, INC.",UNITED STATES
2424,GE POWER UK,UNITED KINGDOM
2425,FINANZIARIA INGHIRAMI SRL,ITALY
2426,"NATIONAL RESEARCH GROUP, INC.",UNITED STATES
2427,THE AUTOMATED TECHNOLOGY GROUP LIMITED,UNITED KINGDOM
2428,FIS SG ITALIA SRL,ITALY
2429,"AMERILIFE GROUP, LLC",UNITED STATES
2430,HILCO CAPITAL LIMITED,UNITED KINGDOM
2431,GRAPE HOSPITALITY ROME VATICAN SRL,ITALY
2432,"SOUND TECHNOLOGIES, INC.",UNITED STATES
2433,EISL UK LTD,UNITED KINGDOM
2434,POLI COSTRUZIONE MATERIALI TRAZIONE SRL,ITALY
2435,"HAWKEYE ACQUISITION, INC.",UNITED STATES
2436,TOKIO MARINE KILN INSURANCE LIMITED,UNITED KINGDOM
2437,ZIGNAGO VETRO SPA,ITALY
2438,"AMYRIS, INC.",UNITED STATES
2439,TENECOM LIMITED,UNITED KINGDOM
2440,BANCO BPM SPA,ITALY
2441,"ADMINISTRATIVE SERVICES, OHIO DEPARTMENT OF",UNITED STATES
2442,BPP INTERNATIONAL LIMITED,UNITED KINGDOM
2443,D LINK MEDITERRANEO SRL,ITALY
2444,TREK BICYCLE CORPORATION,UNITED STATES
2445,BPP HOLDINGS LIMITED,UNITED KINGDOM
2446,POLITECNICO DI TORINO,ITALY
2447,"ACTAVIS LABORATORIES UT, INC.",UNITED STATES
2448,NEXT RETAIL LIMITED,UNITED KINGDOM
2449,SERIOPLAST GLOBAL SERVICES SPA,ITALY
2450,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",UNITED STATES
2451,RENISHAW P L C,UNITED KINGDOM
2452,RAYBAN AIR,ITALY
2453,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,UNITED STATES
2454,DUNLOP AEROSPACE GROUP LIMITED,UNITED KINGDOM
2455,TOTAL SOLUTION INTERIORS SRL,ITALY
2456,"GEA MECHANICAL EQUIPMENT US, INC.",UNITED STATES
2457,SCIENCE GROUP PLC,UNITED KINGDOM
2458,SPT SRL,ITALY
2459,CELANESE HOLDINGS LLC,UNITED STATES
2460,ANSYS UK LIMITED,UNITED KINGDOM
2461,FATER SPA,ITALY
2462,CELANESE INTERNATIONAL CORPORATION,UNITED STATES
2463,SKI FRANCE LIMITED,UNITED KINGDOM
2464,FINE FOOD GROUP SPA,ITALY
2465,CELANESE LTD.,UNITED STATES
2466,SKI FRANCE PREMIUM CHALETS LIMITED,UNITED KINGDOM
2467,MEDIOCREDITO CENTRALE BANCA DEL MEZZOGIORNO SPA,ITALY
2468,CELANESE CORPORATION,UNITED STATES
2469,CLOSERSTILL CLOUD EXPO EUROPE FRANCE LIMITED,UNITED KINGDOM
2470,DIGITALGO SPA,ITALY
2471,UNITED SPECIALTY INSURANCE COMPANY,UNITED STATES
2472,FUJIKURA EUROPE LIMITED,UNITED KINGDOM
2473,PENGO SPA,ITALY
2474,LAZARD ASSET MANAGEMENT LLC,UNITED STATES
2475,PROVIDENT PERSONAL CREDIT LIMITED,UNITED KINGDOM
2476,FINPENGO SPA,ITALY
2477,"HULL & COMPANY, INC.",UNITED STATES
2478,PAYS SERVICES UK LIMITED,UNITED KINGDOM
2479,MONDOFFICE SRL,ITALY
2480,"NEW NAUTICAL COATINGS, INC.",UNITED STATES
2481,SOLAR CENTURY HOLDINGS LIMITED,UNITED KINGDOM
2482,EDIZIONI CONDE' NAST SPA,ITALY
2483,"STRIPE, INC.",UNITED STATES
2484,ASSOCIATED PRESS LIMITED(THE),UNITED KINGDOM
2485,RHENUS LOGISTICS SPA,ITALY
2486,"STRIPE HEAVY INDUSTRIES, INC.",UNITED STATES
2487,BOUYGUES ENERGIES & SERVICES,UNITED KINGDOM
2488,BOSTON TAPES SPA,ITALY
2489,"INSIDER, INC.",UNITED STATES
2490,KENNEDYS LAW LLP,UNITED KINGDOM
2491,DB CARGO ITALY SRL,ITALY
2492,"LHO SAN DIEGO ONE LESSEE, INC.",UNITED STATES
2493,AIRBUS DEFENCE AND SPACE LIMITED,UNITED KINGDOM
2494,BTICINO SPA,ITALY
2495,"ATLAS MANAGEMENT, INC.",UNITED STATES
2496,THALES ALENIA SPACE UK LIMITED,UNITED KINGDOM
2497,FIERA MILANO CONGRESSI SPA,ITALY
2498,HQ GLOBAL WORKPLACES LLC,UNITED STATES
2499,UK SPACE AGENCY,UNITED KINGDOM
2500,ENTE AUTONOMO FIERA INTERNAZIONALE DI MILANO,ITALY
2501,"SWETT & CRAWFORD OF GEORGIA, INC.",UNITED STATES
2502,25 MOORGATE LIMITED,UNITED KINGDOM
2503,ASICS ITALIA SRL,ITALY
2504,ORGENESIS MARYLAND INC,UNITED STATES
2505,TRAFIGURA LIMITED,UNITED KINGDOM
2506,H.M.C. ITALIA SRL,ITALY
2507,"S.E. ACQUISITION OF LANCASTER, CALIFORNIA, INC.",UNITED STATES
2508,QBE UNDERWRITING LIMITED,UNITED KINGDOM
2509,CHUBB EUROPEAN GROUP SE,ITALY
2510,LINDE GAS & EQUIPMENT INC.,UNITED STATES
2511,UNIQUE SYSTEM (UK) LIMITED,UNITED KINGDOM
2512,BOMBARDIER TRANSPORTATION ITALY SPA,ITALY
2513,MACQUARIE INC.,UNITED STATES
2514,INSPIRED GAMING (UK) LIMITED,UNITED KINGDOM
2515,LA INTERNATIONAL COOPERATION SRL,ITALY
2516,BROOKFIELD OFFICE PROPERTIES INC,UNITED STATES
2517,DOWDING AND MILLS LIMITED,UNITED KINGDOM
2518,OCTORATE SRL,ITALY
2519,"PMR ILLINOIS HOLDING, LLC",UNITED STATES
2520,CENTURA FOODS LIMITED,UNITED KINGDOM
2521,EL.EN. SPA,ITALY
2522,"HUTTIG BUILDING PRODUCTS, INC.",UNITED STATES
2523,HOTEL CO 51 UK LIMITED,UNITED KINGDOM
2524,HANON SYSTEMS ITALIA BENEVENTO SRL,ITALY
2525,"MARK MILLER SUBARU SOUTH TOWNE, LLC",UNITED STATES
2526,FIRST COMPLETE LIMITED,UNITED KINGDOM
2527,YOROI SRL,ITALY
2528,"LANDCAR MANAGEMENT, LTD.",UNITED STATES
2529,ASCOT INSURANCE SERVICES LIMITED,UNITED KINGDOM
2530,ALBEA COSMETICS ITALY SRL,ITALY
2531,"NUTRITION & BIOSCIENCES, INC.",UNITED STATES
2532,ASCOT INSURANCE HOLDINGS LIMITED,UNITED KINGDOM
2533,ALBEA TUBES ITALY SRL,ITALY
2534,"BARENTZ NORTH AMERICA, LLC",UNITED STATES
2535,EVIDENCE TOPCO LIMITED,UNITED KINGDOM
2536,TEKSID SPA,ITALY
2537,"CRIMINAL JUSTICE INFORMATION CENTER, ALABAMA",UNITED STATES
2538,SOLSTAD OFFSHORE UK LIMITED,UNITED KINGDOM
2539,ALSA SRL,ITALY
2540,"INTERACTIVE MEDIA HOLDINGS, INC.",UNITED STATES
2541,MTCE LIMITED,UNITED KINGDOM
2542,A.I.A. AGRICOLA ITALIANA ALIMENTARE SPA,ITALY
2543,VIANT TECHNOLOGY LLC,UNITED STATES
2544,DEALAB GROUP LIMITED,UNITED KINGDOM
2545,KT - KINETICS TECHNOLOGY SPA,ITALY
2546,"KURARAY HOLDINGS U.S.A., INC.",UNITED STATES
2547,DEALAB CAPITAL MANAGEMENT LIMITED,UNITED KINGDOM
2548,TECNIMONT SPA,ITALY
2549,"EVERFI, INC.",UNITED STATES
2550,BUREAU VERITAS UK LIMITED,UNITED KINGDOM
2551,MAIRE TECNIMONT SPA,ITALY
2552,"NEW MOUNTAIN CAPITAL, L.L.C.",UNITED STATES
2553,CLARION EVENTS GROUP LIMITED,UNITED KINGDOM
2554,PAYBYPHONE ITALIA SRL,ITALY
2555,"INFOPRO DIGITAL, INC.",UNITED STATES
2556,PRIDE TOPCO LIMITED,UNITED KINGDOM
2557,VIARO SRL,ITALY
2558,INFOPRO DIGITAL USA LLC,UNITED STATES
2559,HAVAS MEDIA LIMITED,UNITED KINGDOM
2560,HOLDING 504 SRL,ITALY
2561,"INTRALINKS HOLDINGS, INC.",UNITED STATES
2562,HAVAS UK LIMITED,UNITED KINGDOM
2563,PI-VI RICAMBI SRL,ITALY
2564,"FM HOLDCO, LLC",UNITED STATES
2565,SKYBRIDGE GROUP LIMITED,UNITED KINGDOM
2566,GRUPPO VILLA MARIA SPA,ITALY
2567,"INEOS CHLOR AMERICAS, INC.",UNITED STATES
2568,HAVAS HELIA LIMITED,UNITED KINGDOM
2569,VENTIS SRL,ITALY
2570,"MARLETTE FUNDING, LLC",UNITED STATES
2571,HAVAS PEOPLE LIMITED,UNITED KINGDOM
2572,IF-IDEE EDITORIALI FELTRINELLI SRL,ITALY
2573,"PETER CREMER NORTH AMERICA, L.P.",UNITED STATES
2574,HAVAS STUDIOS UK LIMITED,UNITED KINGDOM
2575,LIBRERIE FELTRINELLI SRL,ITALY
2576,"HEALTHSOUTH ACQUISITION HOLDINGS, LLC",UNITED STATES
2577,TRISTAN CAPITAL PARTNERS LLP,UNITED KINGDOM
2578,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,ITALY
2579,TK ELEVATOR AMERICAS CORPORATION,UNITED STATES
2580,TRISTAN CAPITAL PARTNERS ASSET MANAGEMENT LIMITED,UNITED KINGDOM
2581,ENI INTERNATIONAL RESOURCES LIMITED,ITALY
2582,"FORTINET, INC.",UNITED STATES
2583,SUPPLY SOURCE LIMITED,UNITED KINGDOM
2584,CHEBANCA! SPA,ITALY
2585,"NIKE USA, INC.",UNITED STATES
2586,VODAFONE LIMITED,UNITED KINGDOM
2587,MAW MEN AT WORK AGENZIA PER IL LAVORO SPA,ITALY
2588,"NIKE, INC.",UNITED STATES
2589,VODAFONE CORPORATE LIMITED,UNITED KINGDOM
2590,INDUSTRIE DE NORA SPA,ITALY
2591,"NIKE INTERNATIONAL, LTD.",UNITED STATES
2592,SOCIETE INTERNATIONALE DE TELECOMMUNICATIONS AERONAUTIQUES,UNITED KINGDOM
2593,DE NORA WATER TECHNOLOGIES ITALY SRL,ITALY
2594,USI INSURANCE SERVICES LLC,UNITED STATES
2595,SITA INFORMATION NETWORKING COMPUTING UK LIMITED,UNITED KINGDOM
2596,AEROPORTI DI ROMA SPA,ITALY
2597,USI SERVICE CORPORATION,UNITED STATES
2598,YETI UK LIMITED,UNITED KINGDOM
2599,AZZURRA AEROPORTI SPA,ITALY
2600,"COMMUNITY BANK SYSTEM, INC.",UNITED STATES
2601,TDI INNOVATIONS LTD,UNITED KINGDOM
2602,VITOP MOULDING SRL,ITALY
2603,"CENTRIC DENIM USA, LLC",UNITED STATES
2604,IK INVESTMENT PARTNERS LIMITED,UNITED KINGDOM
2605,CWT ITALIA SRL,ITALY
2606,CENTRIC BRANDS HOLDING LLC,UNITED STATES
2607,ROOFOODS LTD,UNITED KINGDOM
2608,CHECKOUT SAS,ITALY
2609,CENTRIC BRANDS LLC,UNITED STATES
2610,PRIMETALS ASSET MANAGEMENT U.K. LTD,UNITED KINGDOM
2611,DELSEY ITALIA SPA,ITALY
2612,"SCENTAIR TECHNOLOGIES, LLC",UNITED STATES
2613,HALMA PUBLIC LIMITED COMPANY,UNITED KINGDOM
2614,NADELLA SRL,ITALY
2615,"EPIC GAMES, INC.",UNITED STATES
2616,HALMA INTERNATIONAL LIMITED,UNITED KINGDOM
2617,NADELLA SPA,ITALY
2618,"SPRING NYC, INC.",UNITED STATES
2619,GE HEALTHCARE LIMITED,UNITED KINGDOM
2620,ISOPLUS MEDITERRANEAN SRL,ITALY
2621,INGRAM MICRO AMERICAS INC.,UNITED STATES
2622,ASYMPTOTE LIMITED,UNITED KINGDOM
2623,ORALIA SRL,ITALY
2624,"DURA AUTOMOTIVE SYSTEMS, LLC",UNITED STATES
2625,ESP LTD,UNITED KINGDOM
2626,APICOM SPA,ITALY
2627,"QOLSYS, INC.",UNITED STATES
2628,ERA HOME SECURITY LIMITED,UNITED KINGDOM
2629,APICOM SERVICE SRL,ITALY
2630,"DURAVIT USA, INC.",UNITED STATES
2631,INTERTEK TESTING SERVICES HOLDINGS LIMITED.,UNITED KINGDOM
2632,AMUNDI REAL ESTATE ITALIA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
2633,"SALTY DOT, INC.",UNITED STATES
2634,VERISK ANALYTICS LIMITED,UNITED KINGDOM
2635,SAVILLS INVESTMENT MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
2636,INTERCONTINENTAL BOSTON,UNITED STATES
2637,EISLER CAPITAL (UK) LTD,UNITED KINGDOM
2638,BNP PARIBAS INVESTMENT PARTNERS SOCIETA' DI GESTIONE DEL RISPARMI O SPA IN FORMA ABBREVIATO BNP PAR,ITALY
2639,BLOOMBERG L.P.,UNITED STATES
2640,EISLER CAPITAL (TS) LTD,UNITED KINGDOM
2641,MEDIOLANUM FARMACEUTICI SPA,ITALY
2642,LOMBARD ODIER ASSET MANAGEMENT (USA) CORP,UNITED STATES
2643,EISLER CAPITAL (HC) LTD,UNITED KINGDOM
2644,BANCA MEDIOLANUM SPA,ITALY
2645,NUMO LLC,UNITED STATES
2646,EATON ELECTRIC LIMITED,UNITED KINGDOM
2647,COGNE ACCIAI SPECIALI SPA,ITALY
2648,DEUTSCHE BANK U.S FINANCIAL MARKETS HOLDING CORP,UNITED STATES
2649,EATON ELECTRICAL SYSTEMS LIMITED,UNITED KINGDOM
2650,LEVITAS SPA,ITALY
2651,"MESSER NORTH AMERICA, INC.",UNITED STATES
2652,EATON LIMITED,UNITED KINGDOM
2653,S.E.A. SOCIETA' EUROPEA AUTOCARAVAN SPA,ITALY
2654,"SUDDATH RELOCATION SYSTEMS OF ORLANDO, INC",UNITED STATES
2655,COMPANY SHOP LIMITED,UNITED KINGDOM
2656,FBH SPA,ITALY
2657,"AMAZON.COM.CA, INC.",UNITED STATES
2658,VIRTUSA UK LIMITED,UNITED KINGDOM
2659,GEOSTOCK SOCIETE' PAR ACTIONS SEMPLIFIEE,ITALY
2660,AMAZON CORPORATE LLC,UNITED STATES
2661,QUALIS U.K. LIMITED,UNITED KINGDOM
2662,ROTORK INSTRUMENTS ITALY SRL,ITALY
2663,"AMAZON.COM.DEDC, LLC",UNITED STATES
2664,ITHACA ENERGY DEVELOPMENTS UK LIMITED,UNITED KINGDOM
2665,CATALENT ITALY SPA,ITALY
2666,AMAZON CORPORATE LLC,UNITED STATES
2667,PLAY SPORTS NETWORK LIMITED,UNITED KINGDOM
2668,CATALENT ITALY HOLDING SRL,ITALY
2669,AMAZON,UNITED STATES
2670,BLACKROCK UK HOLDCO 2 LIMITED,UNITED KINGDOM
2671,CATALENT ANAGNI SRL,ITALY
2672,"SCULPTOR CAPITAL MANAGEMENT, INC.",UNITED STATES
2673,INTERNATIONAL POWER LTD.,UNITED KINGDOM
2674,TAMINI TRASFORMATORI SRL,ITALY
2675,"AUSTIN INDUSTRIES, INC.",UNITED STATES
2676,JRL PLANT AND LOGISTICS LIMITED,UNITED KINGDOM
2677,FRATELLI COSULICH SPA,ITALY
2678,"VF SERVICES, LLC",UNITED STATES
2679,NORTHBURN OILS LTD,UNITED KINGDOM
2680,ONNIVAN SRL,ITALY
2681,"CONSTELLATION ENERGY GENERATION, LLC",UNITED STATES
2682,GATELEY OMEGA LIMITED,UNITED KINGDOM
2683,ONNICAR SRL,ITALY
2684,"VF OUTDOOR, LLC",UNITED STATES
2685,VITOL SERVICES LIMITED,UNITED KINGDOM
2686,CEVA FREIGHT ITALY SRL,ITALY
2687,V.F. CORPORATION,UNITED STATES
2688,VITOL INVESTMENT PARTNERSHIP II LIMITED,UNITED KINGDOM
2689,EMBASSY FREIGHT SERVICES SPA,ITALY
2690,TRADEWEB LLC,UNITED STATES
2691,KELKOO.COM (UK) LIMITED,UNITED KINGDOM
2692,BCUBE CONNECT SRL,ITALY
2693,"3E COMPANY ENVIRONMENTAL, ECOLOGICAL AND ENGINEERING",UNITED STATES
2694,THOMSON REUTERS (PROFESSIONAL) UK LIMITED,UNITED KINGDOM
2695,REGAL BELOIT ITALY SPA,ITALY
2696,ECO.LOGIC BRANDS INC.,UNITED STATES
2697,THOMSON REUTERS GROUP LIMITED,UNITED KINGDOM
2698,LA VILLA SPA,ITALY
2699,"REAKTOR, INC.",UNITED STATES
2700,ASOS.COM LIMITED,UNITED KINGDOM
2701,ARSENALE EXPRESS SPA,ITALY
2702,"ARXADA, LLC",UNITED STATES
2703,ASOS PLC,UNITED KINGDOM
2704,TELEMA SPA,ITALY
2705,INTEL CORPORATION,UNITED STATES
2706,DEN HARTOGH DRY BULK LOGISTICS LIMITED,UNITED KINGDOM
2707,TELEMA HOLDING SRL,ITALY
2708,EL PASO HOLDCO LLC,UNITED STATES
2709,ARRK PRODUCT DEVELOPMENT GROUP LIMITED,UNITED KINGDOM
2710,GIORGIO ARMANI SPA,ITALY
2711,CBI HOLDCO TWO INC.,UNITED STATES
2712,M&G INVESTMENT MANAGEMENT LIMITED,UNITED KINGDOM
2713,GIORGIO ARMANI RETAIL SRL,ITALY
2714,"MATTRESS HOLDCO, INC.",UNITED STATES
2715,KLDISCOVERY LIMITED,UNITED KINGDOM
2716,AXWAY SRL,ITALY
2717,"VIRGIN PULSE, INC.",UNITED STATES
2718,QUILTER LIFE & PENSIONS LIMITED,UNITED KINGDOM
2719,CARL INTERNATIONAL S.A.,ITALY
2720,"TIAA, FSB",UNITED STATES
2721,QUILTER INVESTORS LIMITED,UNITED KINGDOM
2722,CARL ZEISS VISION ITALIA SPA,ITALY
2723,"CHICO''S BRANDS INVESTMENTS, INC.",UNITED STATES
2724,QUILTER BUSINESS SERVICES LIMITED,UNITED KINGDOM
2725,CARL ZEISS SPA,ITALY
2726,"NEIMAN MARCUS GROUP LLC, THE",UNITED STATES
2727,QUILTER CHEVIOT LIMITED,UNITED KINGDOM
2728,IMA ITALIA ASSISTANCE SPA,ITALY
2729,"ARGO GROUP US, INC.",UNITED STATES
2730,NATIONAL VIDEO CORPORATION LIMITED(THE),UNITED KINGDOM
2731,COSTER TECNOLOGIE SPECIALI SPA,ITALY
2732,JOHN WOOD GROUP US HOLDINGS INC,UNITED STATES
2733,DELIFRANCE (UK) LIMITED,UNITED KINGDOM
2734,CAPGEMINI ITALIA SPA,ITALY
2735,ALTUS GROUP U.S. INC.,UNITED STATES
2736,HOUSTON CASUALTY COMPANY,UNITED KINGDOM
2737,SUMOTO SRL,ITALY
2738,"WOOD GROUP USA, INC.",UNITED STATES
2739,QUAD BIDCO LIMITED,UNITED KINGDOM
2740,NTT CLOUD COMMUNICATIONS ITALY SRL,ITALY
2741,"SPRINGER NATURE AMERICA, INC.",UNITED STATES
2742,CHB GROUP LIMITED,UNITED KINGDOM
2743,PUBLICIS SRL,ITALY
2744,"SPRINGER NATURE ACADEMIC PUBLISHING, INC.",UNITED STATES
2745,CONSTRUCTION & ENGINEERING TESTING GROUP LIMITED,UNITED KINGDOM
2746,DAMIANO SPA,ITALY
2747,"FM INDUSTRIES, INC.",UNITED STATES
2748,CET STRUCTURES LTD.,UNITED KINGDOM
2749,VIDELIO HMS,ITALY
2750,"CDW DIRECT, LLC",UNITED STATES
2751,AXA INSURANCE UK PLC,UNITED KINGDOM
2752,VIDELIO-HMS KINETICS SRL,ITALY
2753,CDW LOGISTICS LLC,UNITED STATES
2754,AVIVA INSURANCE SERVICES UK LIMITED,UNITED KINGDOM
2755,VIDELIO HMS OPERATIONS SRL,ITALY
2756,CDW CORPORATION,UNITED STATES
2757,ROYAL INSURANCE (U.K.) LIMITED,UNITED KINGDOM
2758,VIDELIO HMS ITALY SRL,ITALY
2759,"EXETER PROPERTY GROUP, LLC",UNITED STATES
2760,ASPEN INSURANCE UK LIMITED,UNITED KINGDOM
2761,GREAT LENGTHS SPA SOCIETA' BENEFIT,ITALY
2762,"POWER INNOVATIONS INTERNATIONAL, INC.",UNITED STATES
2763,ASPEN INSURANCE UK SERVICES LIMITED,UNITED KINGDOM
2764,GESTORE DEI SERVIZI ENERGETICI - GSE SPA,ITALY
2765,"SEGMENT.IO, INC.",UNITED STATES
2766,WEST BURTON PROPERTY LIMITED,UNITED KINGDOM
2767,TRENITALIA SPA,ITALY
2768,AMC NETWORKS INC.,UNITED STATES
2769,GOLDMAN SACHS INTERNATIONAL,UNITED KINGDOM
2770,SOCIETA' SPORTIVA PROFESSIONISTICA REYER VENEZIA MESTRE SRL IN SIGLA S.S.P. REYER VENEZIA MESTRE SR,ITALY
2771,"FORMOSA PLASTICS CORPORATION, TEXAS",UNITED STATES
2772,RACINE RESTAURANTS LIMITED,UNITED KINGDOM
2773,BOLTON GROUP SRL,ITALY
2774,ADVANCE BUSINESS CAPITAL LLC,UNITED STATES
2775,CHESTERFIELD INSURANCE BROKERS LIMITED,UNITED KINGDOM
2776,FACTOR HOLDING SRL,ITALY
2777,CARLTON-BATES COMPANY,UNITED STATES
2778,COSTAR UK LIMITED,UNITED KINGDOM
2779,BOLTON INTERNATIONAL SRL,ITALY
2780,"RUTLEDGE - REGENCY OPERATIONS, LLC",UNITED STATES
2781,OVARRO LD LTD,UNITED KINGDOM
2782,COLAS RAIL ITALIA SPA,ITALY
2783,OXFORD HEALTHCARE,UNITED STATES
2784,OVARRO LTD,UNITED KINGDOM
2785,INPA IMPRESA NAZIONALE PER LE PUBBLICHE AMMINISTRAZIONI SRL,ITALY
2786,"WORKDAY, INC.",UNITED STATES
2787,COINSTAR LIMITED,UNITED KINGDOM
2788,WATERFALL ITALIA SPA,ITALY
2789,MOZILLA CORPORATION,UNITED STATES
2790,FIVES SOLIOS LIMITED,UNITED KINGDOM
2791,HMS IT SPA,ITALY
2792,SONY MUSIC HOLDINGS INC.,UNITED STATES
2793,STEIN INSURANCE COMPANY LIMITED,UNITED KINGDOM
2794,YAMA SPA,ITALY
2795,SONY MUSIC ENTERTAINMENT,UNITED STATES
2796,CREDIT SUISSE AG,UNITED KINGDOM
2797,KERING ITALIA SPA,ITALY
2798,SONY MUSIC PUBLISHING (US) LLC,UNITED STATES
2799,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,UNITED KINGDOM
2800,GENERATOR HOSTEL ROME SRL,ITALY
2801,ZYNGA INC.,UNITED STATES
2802,CREDIT SUISSE (UK) LIMITED,UNITED KINGDOM
2803,VALPIZZA SRL,ITALY
2804,PARIS PRESENTS INCORPORATED,UNITED STATES
2805,ADVANCED PERSONNEL MANAGEMENT HOLDINGS (UK) LIMITED,UNITED KINGDOM
2806,TRENCH ITALIA SRL,ITALY
2807,WEBMD HEALTH CORP.,UNITED STATES
2808,EDUCATION PERSONNEL MANAGEMENT LIMITED,UNITED KINGDOM
2809,DIGITAL BOÃÆÃÂ½TE SRL,ITALY
2810,CYPRESS SEMICONDUCTOR CORPORATION,UNITED STATES
2811,RICO DESIGN LIMITED,UNITED KINGDOM
2812,MERLONI HOLDING SPA,ITALY
2813,"OKTA, INC.",UNITED STATES
2814,EGGER (UK) LIMITED,UNITED KINGDOM
2815,CAMERON ITALY SRL,ITALY
2816,ENVISTA HOLDINGS CORPORATION,UNITED STATES
2817,EVERRIS LIMITED,UNITED KINGDOM
2818,ROHM AND HAAS ITALIA SRL,ITALY
2819,DFS CORPORATE SERVICES LLC,UNITED STATES
2820,ICL UK (SALES) LIMITED,UNITED KINGDOM
2821,L'OREAL ITALIA SPA,ITALY
2822,MARQUEE BRANDS LLC,UNITED STATES
2823,RANDOM42 LIMITED,UNITED KINGDOM
2824,TRADEDOUBLER SRL,ITALY
2825,YAMAHA MOTOR MANUFACTURING CORPORATION OF AMERICA,UNITED STATES
2826,DIAVERUM HOLDING UK LIMITED,UNITED KINGDOM
2827,H L P HOTEL LA PALMA SPA,ITALY
2828,"MARSHALL ISLANDS MARITIME & CORPORATE ADMINISTRATORS, INC",UNITED STATES
2829,DIAVERUM UK LIMITED,UNITED KINGDOM
2830,SAVIO VANDEWIELE SRL,ITALY
2831,M3BI LLC,UNITED STATES
2832,CONSTRUCTION TESTING SOLUTIONS GROUP HOLDINGS LIMITED,UNITED KINGDOM
2833,CASA VINICOLA BOTTER CARLO & C. SPA,ITALY
2834,NYPRO ALABAMA LLC,UNITED STATES
2835,MAYFLEX UK LIMITED,UNITED KINGDOM
2836,TAGETIK SOFTWARE SRL,ITALY
2837,BAYER HEALTHCARE LLC,UNITED STATES
2838,MAYFLEX HOLDINGS LIMITED,UNITED KINGDOM
2839,BLOXER RONCHI SRL,ITALY
2840,"TRANE COMPANY, THE",UNITED STATES
2841,J.P. MORGAN ENERGY TRADING HOLDINGS LTD,UNITED KINGDOM
2842,MODULAR PROFESSIONAL SRL,ITALY
2843,TRANE U.S. INC.,UNITED STATES
2844,SHELL ENERGY EUROPE LIMITED,UNITED KINGDOM
2845,TECHNIMA ITALIA SRL,ITALY
2846,WAYMO LLC,UNITED STATES
2847,DAS UK HOLDINGS LIMITED,UNITED KINGDOM
2848,INTERPARFUMS ITALIA SRL,ITALY
2849,"SAXON CAPITAL HOLDINGS, INC.",UNITED STATES
2850,PRODRIVE MOTORSPORT LIMITED,UNITED KINGDOM
2851,SYSTEM LOGISTICS SPA,ITALY
2852,"PHYSICAL ELECTRONICS USA, INC.",UNITED STATES
2853,ACHILLES INFORMATION LIMITED,UNITED KINGDOM
2854,JULIET HOLDING SPA,ITALY
2855,"COMMUNITY BRANDS HOLDCO, LLC",UNITED STATES
